"gene","symbol","module","chromosome","gene_strand","TSS","promoter_start","promoter_end","erv_fragment_id","repeat_start","repeat_end","erv_strand","repName","repFamily","repeat_part","percent_divergence"
"ENSG00000233719.4","GOT2P3","magenta","chr12","+",9641723,9639723,9642222,"chr12_9639160_9641363_MER61-int",9639160,9641363,"-","MER61-int","ERV1","internal",10.1
"ENSG00000233719.4","GOT2P3","magenta","chr12","+",9641723,9639723,9642222,"chr12_9641364_9641669_MER61-int",9641364,9641669,"-","MER61-int","ERV1","internal",13.3
"ENSG00000184867.14","ARMCX2","turquoise","chrX","-",101659850,101659351,101661850,"chrX_101660048_101660125_MER57A-int",101660048,101660125,"+","MER57A-int","ERV1","internal",21.3
"ENSG00000267257.1","ENSG00000267257","lightcyan","chr18","+",58538225,58536225,58538724,"chr18_58538464_58538587_LTR84b",58538464,58538587,"+","LTR84b","ERVL","LTR_or_other",26.5
"ENSG00000267257.1","ENSG00000267257","lightcyan","chr18","+",58538225,58536225,58538724,"chr18_58538690_58539114_MSTB1",58538690,58539114,"+","MSTB1","ERVL-MaLR","LTR_or_other",17
"ENSG00000164283.13","ESM1","blue","chr5","-",54993731,54993232,54995731,"chr5_54994740_54995090_MLT1A0",54994740,54995090,"-","MLT1A0","ERVL-MaLR","LTR_or_other",22.8
"ENSG00000183770.7","FOXL2","grey","chr3","-",138947137,138946638,138949137,"chr3_138946872_138946931_HERVIP10FH-int",138946872,138946931,"-","HERVIP10FH-int","ERV1","internal",8.3
"ENSG00000111331.14","OAS3","turquoise","chr12","+",112938051,112936051,112938550,"chr12_112935781_112936165_MLT1A1",112935781,112936165,"-","MLT1A1","ERVL-MaLR","LTR_or_other",18.4
"ENSG00000228718.2","LINC02521","tan","chr6","+",2617144,2615144,2617643,"chr6_2616484_2616863_MSTB",2616484,2616863,"+","MSTB","ERVL-MaLR","LTR_or_other",17.6
"ENSG00000177398.19","UMODL1","grey","chr21","+",42062959,42060959,42063458,"chr21_42060856_42061267_MLT1C",42060856,42061267,"-","MLT1C","ERVL-MaLR","LTR_or_other",24.3
"ENSG00000177398.19","UMODL1","grey","chr21","+",42062959,42060959,42063458,"chr21_42062851_42063274_MLT1C",42062851,42063274,"-","MLT1C","ERVL-MaLR","LTR_or_other",23.9
"ENSG00000067798.16","NAV3","grey","chr12","+",77324641,77322641,77325140,"chr12_77323094_77323420_MLT1A1",77323094,77323420,"+","MLT1A1","ERVL-MaLR","LTR_or_other",16.8
"ENSG00000259614.2","TUBAP12","green","chr15","-",96389056,96388557,96391056,"chr15_96389256_96389773_MLT1K",96389256,96389773,"-","MLT1K","ERVL-MaLR","LTR_or_other",30.2
"ENSG00000211598.2","IGKV4-1","paleturquoise","chr2","+",88885397,88883397,88885896,"chr2_88883790_88883941_MLT1I",88883790,88883941,"-","MLT1I","ERVL-MaLR","LTR_or_other",24
"ENSG00000112303.14","VNN2","black","chr6","-",132763459,132762960,132765459,"chr6_132763465_132763885_LTR101_Mam",132763465,132763885,"-","LTR101_Mam","ERVL","LTR_or_other",32.6
"ENSG00000235587.2","GAPDHP65","magenta","chrX","-",46440714,46440215,46442714,"chrX_46440786_46440823_MSTA",46440786,46440823,"+","MSTA","ERVL-MaLR","LTR_or_other",15.8
"ENSG00000235587.2","GAPDHP65","magenta","chrX","-",46440714,46440215,46442714,"chrX_46440830_46441052_MSTD-int",46440830,46441052,"-","MSTD-int","ERVL-MaLR","internal",17.6
"ENSG00000235587.2","GAPDHP65","magenta","chrX","-",46440714,46440215,46442714,"chrX_46441055_46441409_MSTD",46441055,46441409,"-","MSTD","ERVL-MaLR","LTR_or_other",18.9
"ENSG00000235587.2","GAPDHP65","magenta","chrX","-",46440714,46440215,46442714,"chrX_46441634_46441735_LTR67B",46441634,46441735,"+","LTR67B","ERVL","LTR_or_other",26
"ENSG00000235587.2","GAPDHP65","magenta","chrX","-",46440714,46440215,46442714,"chrX_46441981_46442098_MLT1J1",46441981,46442098,"+","MLT1J1","ERVL-MaLR","LTR_or_other",24.8
"ENSG00000182308.7","DCAF4L1","brown","chr4","+",41981756,41979756,41982255,"chr4_41980110_41980264_LTR78B",41980110,41980264,"-","LTR78B","ERV1","LTR_or_other",23.9
"ENSG00000248810.3","LINC02432","grey","chr4","-",141357096,141356597,141359096,"chr4_141356267_141356806_MLT1H",141356267,141356806,"-","MLT1H","ERVL-MaLR","LTR_or_other",27.1
"ENSG00000283154.3","IQCJ-SCHIP1","lightcyan","chr3","+",158962235,158960235,158962734,"chr3_158959855_158960315_MLT1C",158959855,158960315,"-","MLT1C","ERVL-MaLR","LTR_or_other",17.6
"ENSG00000283154.3","IQCJ-SCHIP1","lightcyan","chr3","+",158962235,158960235,158962734,"chr3_158960510_158960713_MLT1L",158960510,158960713,"+","MLT1L","ERVL-MaLR","LTR_or_other",25.1
"ENSG00000105499.14","PLA2G4C","blue","chr19","-",48110817,48110318,48112817,"chr19_48110376_48110462_MLT1B",48110376,48110462,"+","MLT1B","ERVL-MaLR","LTR_or_other",18.4
"ENSG00000105499.14","PLA2G4C","blue","chr19","-",48110817,48110318,48112817,"chr19_48111394_48111572_MLT1J1",48111394,48111572,"+","MLT1J1","ERVL-MaLR","LTR_or_other",22
"ENSG00000076554.16","TPD52","yellow","chr8","-",80231232,80230733,80233232,"chr8_80231626_80233468_LTR12C",80231626,80233468,"+","LTR12C","ERV1","LTR_or_other",7.7
"ENSG00000248863.2","ENSG00000248863","grey","chr4","-",139430884,139430385,139432884,"chr4_139430322_139430551_THE1D",139430322,139430551,"-","THE1D","ERVL-MaLR","LTR_or_other",11.9
"ENSG00000272428.1","ENSG00000272428","red","chr6","+",133540784,133538784,133541283,"chr6_133539214_133539646_MLT1K",133539214,133539646,"+","MLT1K","ERVL-MaLR","LTR_or_other",32.5
"ENSG00000169116.11","PARM1","blue","chr4","+",74933095,74931095,74933594,"chr4_74931004_74931112_MLT1I",74931004,74931112,"+","MLT1I","ERVL-MaLR","LTR_or_other",22.9
"ENSG00000268379.1","ENSG00000268379","pink","chr19","+",57175233,57173233,57175732,"chr19_57174415_57175154_MER21C",57174415,57175154,"+","MER21C","ERVL","LTR_or_other",19.9
"ENSG00000251372.6","LINC00499","grey","chr4","+",138309613,138307613,138310112,"chr4_138307334_138307713_MSTA",138307334,138307713,"+","MSTA","ERVL-MaLR","LTR_or_other",16.2
"ENSG00000248115.1","ENSG00000248115","turquoise","chr4","+",52945649,52943649,52946148,"chr4_52943309_52943751_MLT1A1",52943309,52943751,"-","MLT1A1","ERVL-MaLR","LTR_or_other",21.7
"ENSG00000203711.15","LINC02901","darkorange","chr6","+",158869848,158867848,158870347,"chr6_158867981_158868379_LTR12F",158867981,158868379,"+","LTR12F","ERV1","LTR_or_other",7.8
"ENSG00000277831.1","ENSG00000277831","green","chr13","-",44369877,44369378,44371877,"chr13_44369314_44369406_MLT1N2",44369314,44369406,"-","MLT1N2","ERVL-MaLR","LTR_or_other",20.4
"ENSG00000277831.1","ENSG00000277831","green","chr13","-",44369877,44369378,44371877,"chr13_44369492_44369722_MLT1N2",44369492,44369722,"-","MLT1N2","ERVL-MaLR","LTR_or_other",33.2
"ENSG00000277831.1","ENSG00000277831","green","chr13","-",44369877,44369378,44371877,"chr13_44370702_44371543_MER21B",44370702,44371543,"-","MER21B","ERVL","LTR_or_other",19
"ENSG00000261204.1","ENSG00000261204","grey","chr19","-",637537,637038,639537,"chr19_637054_637333_MLT1D",637054,637333,"-","MLT1D","ERVL-MaLR","LTR_or_other",25.2
"ENSG00000251576.1","LINC01267","grey","chr3","-",14352568,14352069,14354568,"chr3_14352195_14352383_MLT1H2",14352195,14352383,"+","MLT1H2","ERVL-MaLR","LTR_or_other",22.6
"ENSG00000152926.16","ZNF117","grey","chr7","-",64990355,64989856,64992355,"chr7_64990324_64990915_LTR4",64990324,64990915,"-","LTR4","ERV1","LTR_or_other",14.3
"ENSG00000152926.16","ZNF117","grey","chr7","-",64990355,64989856,64992355,"chr7_64990916_64999343_HERV3-int",64990916,64999343,"-","HERV3-int","ERV1","internal",14.8
"ENSG00000128510.12","CPA4","steelblue","chr7","+",130293134,130291134,130293633,"chr7_130291631_130292004_MER31B",130291631,130292004,"+","MER31B","ERV1","LTR_or_other",24.1
"ENSG00000211666.2","IGLV2-14","paleturquoise","chr22","+",22758700,22756700,22759199,"chr22_22756980_22757017_MLT2F",22756980,22757017,"-","MLT2F","ERVL","LTR_or_other",7.9
"ENSG00000197147.15","LRRC8B","black","chr1","+",89524829,89522829,89525328,"chr1_89522588_89523203_MER4CL34",89522588,89523203,"+","MER4CL34","ERV1","LTR_or_other",12.6
"ENSG00000238042.5","LINC02257","turquoise","chr1","-",221978523,221978024,221980523,"chr1_221975432_221978506_HERVH-int",221975432,221978506,"-","HERVH-int","ERV1","internal",9.2
"ENSG00000238042.5","LINC02257","turquoise","chr1","-",221978523,221978024,221980523,"chr1_221978509_221978957_LTR7",221978509,221978957,"-","LTR7","ERV1","LTR_or_other",6.7
"ENSG00000041515.16","MYO16","grey","chr13","+",108596152,108594152,108596651,"chr13_108593917_108594348_MER90a",108593917,108594348,"+","MER90a","ERV1","LTR_or_other",20.5
"ENSG00000064309.16","CDON","turquoise","chr11","-",126063335,126062836,126065335,"chr11_126065239_126065542_MLT1A0",126065239,126065542,"+","MLT1A0","ERVL-MaLR","LTR_or_other",19.3
"ENSG00000182054.10","IDH2","yellow","chr15","-",90102477,90101978,90104477,"chr15_90103294_90103700_MER39B",90103294,90103700,"-","MER39B","ERV1","LTR_or_other",13.6
"ENSG00000172828.13","CES3","grey","chr16","+",66961245,66959245,66961744,"chr16_66960897_66960946_MSTB",66960897,66960946,"-","MSTB","ERVL-MaLR","LTR_or_other",2
"ENSG00000283828.1","ENSG00000283828","blue","chr13","-",113154002,113153503,113156002,"chr13_113154796_113154988_MSTD",113154796,113154988,"+","MSTD","ERVL-MaLR","LTR_or_other",17.3
"ENSG00000283828.1","ENSG00000283828","blue","chr13","-",113154002,113153503,113156002,"chr13_113155023_113155189_MSTD",113155023,113155189,"+","MSTD","ERVL-MaLR","LTR_or_other",17.3
"ENSG00000272745.1","ENSG00000272745","darkred","chr7","+",7619872,7617872,7620371,"chr7_7619171_7619207_MLT2B3",7619171,7619207,"-","MLT2B3","ERVL","LTR_or_other",20.4
"ENSG00000272745.1","ENSG00000272745","darkred","chr7","+",7619872,7617872,7620371,"chr7_7619260_7619777_MLT2B3",7619260,7619777,"-","MLT2B3","ERVL","LTR_or_other",20.4
"ENSG00000105339.11","DENND3","brown","chr8","+",141117278,141115278,141117777,"chr8_141115804_141116098_MLT1C",141115804,141116098,"-","MLT1C","ERVL-MaLR","LTR_or_other",20.8
"ENSG00000105339.11","DENND3","brown","chr8","+",141117278,141115278,141117777,"chr8_141116124_141116244_LTR16B2",141116124,141116244,"+","LTR16B2","ERVL","LTR_or_other",29.8
"ENSG00000137965.11","IFI44","turquoise","chr1","+",78649796,78647796,78650295,"chr1_78646790_78648317_THE1C-int",78646790,78648317,"-","THE1C-int","ERVL-MaLR","internal",12.6
"ENSG00000137965.11","IFI44","turquoise","chr1","+",78649796,78647796,78650295,"chr1_78648318_78648605_THE1C",78648318,78648605,"-","THE1C","ERVL-MaLR","LTR_or_other",13.4
"ENSG00000286459.1","ENSG00000286459","blue","chr11","+",66043678,66041678,66044177,"chr11_66043812_66044365_MLT1F2",66043812,66044365,"+","MLT1F2","ERVL-MaLR","LTR_or_other",21
"ENSG00000097046.13","CDC7","pink","chr1","+",91500851,91498851,91501350,"chr1_91498984_91499589_MER90a",91498984,91499589,"-","MER90a","ERV1","LTR_or_other",16.7
"ENSG00000287095.1","ENSG00000287095","grey","chr8","+",132702812,132700812,132703311,"chr8_132700717_132700875_MLT1K",132700717,132700875,"-","MLT1K","ERVL-MaLR","LTR_or_other",26
"ENSG00000287095.1","ENSG00000287095","grey","chr8","+",132702812,132700812,132703311,"chr8_132700876_132701217_MSTD",132700876,132701217,"-","MSTD","ERVL-MaLR","LTR_or_other",22.7
"ENSG00000287095.1","ENSG00000287095","grey","chr8","+",132702812,132700812,132703311,"chr8_132701218_132701253_MLT1K",132701218,132701253,"-","MLT1K","ERVL-MaLR","LTR_or_other",26
"ENSG00000289045.1","ENSG00000289045","black","chr6","-",149498326,149497827,149500326,"chr6_149500079_149500191_MLT2B3",149500079,149500191,"+","MLT2B3","ERVL","LTR_or_other",15.1
"ENSG00000115129.14","TP53I3","turquoise","chr2","-",24085861,24085362,24087861,"chr2_24085502_24085858_MER31A",24085502,24085858,"+","MER31A","ERV1","LTR_or_other",10.9
"ENSG00000115129.14","TP53I3","turquoise","chr2","-",24085861,24085362,24087861,"chr2_24087138_24087245_MER21C",24087138,24087245,"+","MER21C","ERVL","LTR_or_other",21.7
"ENSG00000115129.14","TP53I3","turquoise","chr2","-",24085861,24085362,24087861,"chr2_24087380_24087608_MER21C",24087380,24087608,"+","MER21C","ERVL","LTR_or_other",21.7
"ENSG00000267224.1","ENSG00000267224","salmon","chr19","+",56535299,56533299,56535798,"chr19_56535236_56535320_MLT1L",56535236,56535320,"+","MLT1L","ERVL-MaLR","LTR_or_other",28.1
"ENSG00000152672.8","CLEC4F","grey","chr2","-",70820599,70820100,70822599,"chr2_70821185_70821726_MER21C",70821185,70821726,"+","MER21C","ERVL","LTR_or_other",22.9
"ENSG00000152672.8","CLEC4F","grey","chr2","-",70820599,70820100,70822599,"chr2_70822059_70822288_MER21C",70822059,70822288,"+","MER21C","ERVL","LTR_or_other",22.9
"ENSG00000284981.1","UPK3BL2","grey","chr7","-",102543849,102543350,102545849,"chr7_102545693_102545763_MLT1A",102545693,102545763,"-","MLT1A","ERVL-MaLR","LTR_or_other",13.9
"ENSG00000284693.2","LINC02606","blue","chr1","-",9440564,9440065,9442564,"chr1_9440380_9440741_MSTD",9440380,9440741,"-","MSTD","ERVL-MaLR","LTR_or_other",16.9
"ENSG00000279479.1","ENSG00000279479","grey","chr18","+",6727053,6725053,6727552,"chr18_6724748_6725227_LTR33",6724748,6725227,"-","LTR33","ERVL","LTR_or_other",26.9
"ENSG00000279479.1","ENSG00000279479","grey","chr18","+",6727053,6725053,6727552,"chr18_6725767_6726418_MER39B",6725767,6726418,"+","MER39B","ERV1","LTR_or_other",14.7
"ENSG00000198848.13","CES1","turquoise","chr16","-",55833337,55832838,55835337,"chr16_55835088_55835158_MLT1B",55835088,55835158,"+","MLT1B","ERVL-MaLR","LTR_or_other",14.1
"ENSG00000249717.1","PARM1-AS1","grey","chr4","-",74970362,74969863,74972362,"chr4_74971086_74971446_THE1B",74971086,74971446,"-","THE1B","ERVL-MaLR","LTR_or_other",11.9
"ENSG00000287872.1","ENSG00000287872","grey","chr15","+",82113384,82111384,82113883,"chr15_82111545_82111911_MLT1A1",82111545,82111911,"-","MLT1A1","ERVL-MaLR","LTR_or_other",13.4
"ENSG00000243466.1","IGKV1-5","paleturquoise","chr2","-",88947957,88947458,88949957,"chr2_88949009_88949522_LTR48B",88949009,88949522,"-","LTR48B","ERV1","LTR_or_other",26.1
"ENSG00000230945.1","LINC01507","blue","chr9","+",80030579,80028579,80031078,"chr9_80029924_80030347_MLT1J1",80029924,80030347,"-","MLT1J1","ERVL-MaLR","LTR_or_other",30.8
"ENSG00000273374.1","ENSG00000273374","greenyellow","chr3","-",99806058,99805559,99808058,"chr3_99804433_99806064_MSTA-int",99804433,99806064,"-","MSTA-int","ERVL-MaLR","internal",15.9
"ENSG00000273374.1","ENSG00000273374","greenyellow","chr3","-",99806058,99805559,99808058,"chr3_99806065_99806211_MSTA",99806065,99806211,"-","MSTA","ERVL-MaLR","LTR_or_other",11.6
"ENSG00000286694.1","ENSG00000286694","greenyellow","chr10","-",31620862,31620363,31622862,"chr10_31621772_31622203_MER61C",31621772,31622203,"+","MER61C","ERV1","LTR_or_other",13.9
"ENSG00000275874.1","PICSAR","turquoise","chr21","-",45004727,45004228,45006727,"chr21_45004931_45005334_MSTB",45004931,45005334,"+","MSTB","ERVL-MaLR","LTR_or_other",19.6
"ENSG00000204580.14","DDR1","brown","chr6","+",30876421,30874421,30876920,"chr6_30874515_30874751_MER41A",30874515,30874751,"+","MER41A","ERV1","LTR_or_other",9.3
"ENSG00000204580.14","DDR1","brown","chr6","+",30876421,30874421,30876920,"chr6_30875227_30875808_LTR9",30875227,30875808,"+","LTR9","ERV1","LTR_or_other",13.8
"ENSG00000073111.14","MCM2","blue","chr3","+",127598410,127596410,127598909,"chr3_127596379_127596413_MLT1F2",127596379,127596413,"+","MLT1F2","ERVL-MaLR","LTR_or_other",25.5
"ENSG00000228204.2","ENSG00000228204","brown","chr7","+",50866747,50864747,50867246,"chr7_50864645_50865024_MLT1B",50864645,50865024,"-","MLT1B","ERVL-MaLR","LTR_or_other",20.8
"ENSG00000228204.2","ENSG00000228204","brown","chr7","+",50866747,50864747,50867246,"chr7_50866451_50866851_MSTB",50866451,50866851,"+","MSTB","ERVL-MaLR","LTR_or_other",12.5
"ENSG00000228204.2","ENSG00000228204","brown","chr7","+",50866747,50864747,50867246,"chr7_50866993_50867233_MER89",50866993,50867233,"-","MER89","ERV1","LTR_or_other",16.5
"ENSG00000230479.1","ENSG00000230479","grey","chr21","+",36430360,36428360,36430859,"chr21_36430749_36431067_MLT1C",36430749,36431067,"+","MLT1C","ERVL-MaLR","LTR_or_other",18.9
"ENSG00000135241.17","PNPLA8","brown","chr7","-",108528161,108527662,108530161,"chr7_108527485_108527896_MER31B",108527485,108527896,"-","MER31B","ERV1","LTR_or_other",15.4
"ENSG00000135241.17","PNPLA8","brown","chr7","-",108528161,108527662,108530161,"chr7_108529259_108529828_MLT1E2",108529259,108529828,"+","MLT1E2","ERVL-MaLR","LTR_or_other",19.9
"ENSG00000275004.4","ZNF280B","blue","chr22","-",22508742,22508243,22510742,"chr22_22509947_22510524_LTR10C",22509947,22510524,"-","LTR10C","ERV1","LTR_or_other",4.7
"ENSG00000170954.12","ZNF415","grey","chr19","-",53133077,53132578,53135077,"chr19_53133716_53134084_THE1D",53133716,53134084,"+","THE1D","ERVL-MaLR","LTR_or_other",12.2
"ENSG00000177551.5","NHLH2","greenyellow","chr1","-",115843917,115843418,115845917,"chr1_115844375_115844711_THE1C",115844375,115844711,"+","THE1C","ERVL-MaLR","LTR_or_other",13
"ENSG00000267429.1","ENSG00000267429","grey","chr19","-",56348183,56347684,56350183,"chr19_56347586_56348341_HUERS-P3-int",56347586,56348341,"+","HUERS-P3-int","ERV1","internal",13.4
"ENSG00000267429.1","ENSG00000267429","grey","chr19","-",56348183,56347684,56350183,"chr19_56348345_56348486_HUERS-P3-int",56348345,56348486,"+","HUERS-P3-int","ERV1","internal",22.5
"ENSG00000267429.1","ENSG00000267429","grey","chr19","-",56348183,56347684,56350183,"chr19_56348486_56349132_HUERS-P3-int",56348486,56349132,"+","HUERS-P3-int","ERV1","internal",12.5
"ENSG00000267429.1","ENSG00000267429","grey","chr19","-",56348183,56347684,56350183,"chr19_56349118_56349414_HUERS-P3-int",56349118,56349414,"+","HUERS-P3-int","ERV1","internal",19.8
"ENSG00000267429.1","ENSG00000267429","grey","chr19","-",56348183,56347684,56350183,"chr19_56349732_56350178_HUERS-P3-int",56349732,56350178,"+","HUERS-P3-int","ERV1","internal",19.8
"ENSG00000267429.1","ENSG00000267429","grey","chr19","-",56348183,56347684,56350183,"chr19_56350169_56350268_HUERS-P3-int",56350169,56350268,"+","HUERS-P3-int","ERV1","internal",25.2
"ENSG00000182050.14","MGAT4C","grey","chr12","-",86601304,86600805,86603304,"chr12_86600629_86601174_MER52D",86600629,86601174,"+","MER52D","ERV1","LTR_or_other",24.3
"ENSG00000182050.14","MGAT4C","grey","chr12","-",86601304,86600805,86603304,"chr12_86601180_86602332_LTR2752",86601180,86602332,"+","LTR2752","ERV1","LTR_or_other",18.1
"ENSG00000241307.1","ENSG00000241307","grey","chr3","+",155760617,155758617,155761116,"chr3_155759752_155759991_MER39",155759752,155759991,"-","MER39","ERV1","LTR_or_other",20.4
"ENSG00000241307.1","ENSG00000241307","grey","chr3","+",155760617,155758617,155761116,"chr3_155760283_155760556_MER39",155760283,155760556,"-","MER39","ERV1","LTR_or_other",22.3
"ENSG00000185909.15","KLHDC8B","yellow","chr3","+",49171598,49169598,49172097,"chr3_49170199_49170644_LTR16C",49170199,49170644,"+","LTR16C","ERVL","LTR_or_other",26.1
"ENSG00000026950.17","BTN3A1","blue","chr6","+",26402237,26400237,26402736,"chr6_26400612_26400665_MLT1J",26400612,26400665,"-","MLT1J","ERVL-MaLR","LTR_or_other",25
"ENSG00000026950.17","BTN3A1","blue","chr6","+",26402237,26400237,26402736,"chr6_26400697_26400896_MLT1J",26400697,26400896,"-","MLT1J","ERVL-MaLR","LTR_or_other",25
"ENSG00000089041.17","P2RX7","turquoise","chr12","+",121132819,121130819,121133318,"chr12_121131323_121131510_LTR33",121131323,121131510,"-","LTR33","ERVL","LTR_or_other",20.7
"ENSG00000089041.17","P2RX7","turquoise","chr12","+",121132819,121130819,121133318,"chr12_121131652_121132272_LTR65",121131652,121132272,"+","LTR65","ERV1","LTR_or_other",17.6
"ENSG00000227591.6","HSD11B1-AS1","yellow","chr1","-",209724125,209723626,209726125,"chr1_209723385_209723925_LTR78",209723385,209723925,"-","LTR78","ERV1","LTR_or_other",28.4
"ENSG00000227591.6","HSD11B1-AS1","yellow","chr1","-",209724125,209723626,209726125,"chr1_209724224_209724347_LTR78",209724224,209724347,"-","LTR78","ERV1","LTR_or_other",28.1
"ENSG00000227591.6","HSD11B1-AS1","yellow","chr1","-",209724125,209723626,209726125,"chr1_209724456_209724585_LTR78",209724456,209724585,"-","LTR78","ERV1","LTR_or_other",25.6
"ENSG00000267013.6","LINC01929","grey","chr18","-",55124306,55123807,55126306,"chr18_55125941_55126294_MLT1A0",55125941,55126294,"-","MLT1A0","ERVL-MaLR","LTR_or_other",19
