"gene","symbol_gtf","gene_type","chromosome","gene_start","gene_end","strand","gene_clean","TSS","gene_length"
"ENSG00000214892.4","USP8P1","processed_pseudogene","chr6",31275572,31278754,"+","ENSG00000214892",31275572,3183
"ENSG00000227939.1","RPL3P2","processed_pseudogene","chr6",31280317,31281519,"+","ENSG00000227939",31280317,1203
"ENSG00000231402.1","WASF5P","processed_pseudogene","chr6",31287510,31288964,"-","ENSG00000231402",31288964,1455
"ENSG00000256166.1","LINC02571","lncRNA","chr6",31293908,31301642,"-","ENSG00000256166",31301642,7735
"ENSG00000229836.1","ENSG00000229836","unprocessed_pseudogene","chr6",31307815,31308549,"-","ENSG00000229836",31308549,735
"ENSG00000234745.13","HLA-B","protein_coding","chr6",31353875,31356442,"-","ENSG00000234745",31356442,2568
"ENSG00000277402.1","MIR6891","miRNA","chr6",31355224,31355316,"-","ENSG00000277402",31355316,93
"ENSG00000271581.1","ENSG00000271581","unprocessed_pseudogene","chr6",31356647,31357637,"+","ENSG00000271581",31356647,991
"ENSG00000228432.1","DHFRP2","processed_pseudogene","chr6",31366352,31366898,"-","ENSG00000228432",31366898,547
"ENSG00000285647.1","ENSG00000285647","lncRNA","chr6",31367057,31376088,"+","ENSG00000285647",31367057,9032
"ENSG00000201658.1","RNU6-283P","snRNA","chr6",31370134,31370240,"+","ENSG00000201658",31370134,107
"ENSG00000230994.1","FGFR3P1","processed_pseudogene","chr6",31377419,31378019,"+","ENSG00000230994",31377419,601
"ENSG00000223702.1","ZDHHC20P2","processed_pseudogene","chr6",31380411,31380839,"+","ENSG00000223702",31380411,429
"ENSG00000225851.1","HLA-S","unprocessed_pseudogene","chr6",31382074,31382288,"-","ENSG00000225851",31382288,215
"ENSG00000272221.1","ENSG00000272221","lncRNA","chr6",31394289,31395495,"-","ENSG00000272221",31395495,1207
"ENSG00000204520.14","MICA","protein_coding","chr6",31399784,31415315,"+","ENSG00000204520",31399784,15532
"ENSG00000199332.1","Y_RNA","misc_RNA","chr6",31402152,31402156,"-","ENSG00000199332",31402156,5
"ENSG00000230174.1","LINC01149","lncRNA","chr6",31441667,31446973,"+","ENSG00000230174",31441667,5307
"ENSG00000233902.1","ENSG00000233902","unprocessed_pseudogene","chr6",31462728,31463336,"-","ENSG00000233902",31463336,609
"ENSG00000206337.12","HCP5","lncRNA","chr6",31463371,31478936,"+","ENSG00000206337",31463371,15566
"ENSG00000286940.1","MICB-DT","lncRNA","chr6",31479973,31494880,"-","ENSG00000286940",31494880,14908
"ENSG00000204516.10","MICB","protein_coding","chr6",31494936,31511124,"+","ENSG00000204516",31494936,16189
"ENSG00000201680.1","Y_RNA","misc_RNA","chr6",31496689,31496790,"-","ENSG00000201680",31496790,102
"ENSG00000256851.1","ENSG00000256851","unprocessed_pseudogene","chr6",31515979,31516211,"+","ENSG00000256851",31515979,233
"ENSG00000219797.2","PPIAP9","processed_pseudogene","chr6",31519480,31520291,"-","ENSG00000219797",31520291,812
"ENSG00000225499.1","RPL15P4","processed_pseudogene","chr6",31528114,31528693,"+","ENSG00000225499",31528114,580
"ENSG00000204511.3","MCCD1","protein_coding","chr6",31528962,31530218,"+","ENSG00000204511",31528962,1257
"ENSG00000198563.14","DDX39B","protein_coding","chr6",31530233,31542448,"-","ENSG00000198563",31542448,12216
"ENSG00000201785.1","SNORD117","snoRNA","chr6",31536374,31536449,"-","ENSG00000201785",31536449,76
"ENSG00000265236.1","SNORD84","snoRNA","chr6",31541101,31541152,"-","ENSG00000265236",31541152,52
"ENSG00000234006.1","DDX39B-AS1","lncRNA","chr6",31542705,31543138,"+","ENSG00000234006",31542705,434
"ENSG00000213760.11","ATP6V1G2","protein_coding","chr6",31544444,31546848,"-","ENSG00000213760",31546848,2405
"ENSG00000204498.11","NFKBIL1","protein_coding","chr6",31546870,31558829,"+","ENSG00000204498",31546870,11960
"ENSG00000289406.1","ENSG00000289406","lncRNA","chr6",31560244,31572700,"-","ENSG00000289406",31572700,12457
"ENSG00000226979.9","LTA","protein_coding","chr6",31572054,31574324,"+","ENSG00000226979",31572054,2271
"ENSG00000232810.4","TNF","protein_coding","chr6",31575565,31578336,"+","ENSG00000232810",31575565,2772
"ENSG00000227507.3","LTB","protein_coding","chr6",31580525,31582522,"-","ENSG00000227507",31582522,1998
"ENSG00000204482.11","LST1","protein_coding","chr6",31586124,31588894,"+","ENSG00000204482",31586124,2771
"ENSG00000204475.10","NCR3","protein_coding","chr6",31588910,31593006,"-","ENSG00000204475",31593006,4097
"ENSG00000230622.1","UQCRHP1","processed_pseudogene","chr6",31611083,31611356,"-","ENSG00000230622",31611356,274
"ENSG00000204472.13","AIF1","protein_coding","chr6",31615227,31617021,"+","ENSG00000204472",31615227,1795
"ENSG00000289375.1","ENSG00000289375","lncRNA","chr6",31619847,31620406,"-","ENSG00000289375",31620406,560
"ENSG00000204469.13","PRRC2A","protein_coding","chr6",31620715,31637771,"+","ENSG00000204469",31620715,17057
"ENSG00000200816.1","SNORA38","snoRNA","chr6",31623079,31623210,"+","ENSG00000200816",31623079,132
"ENSG00000274494.1","MIR6832","miRNA","chr6",31633787,31633858,"+","ENSG00000274494",31633787,72
"ENSG00000204463.14","BAG6","protein_coding","chr6",31639028,31652705,"-","ENSG00000204463",31652705,13678
"ENSG00000204444.11","APOM","protein_coding","chr6",31655894,31658210,"+","ENSG00000204444",31655894,2317
"ENSG00000204439.4","C6orf47","protein_coding","chr6",31658298,31660778,"-","ENSG00000204439",31660778,2481
"ENSG00000204438.11","GPANK1","protein_coding","chr6",31661228,31666283,"-","ENSG00000204438",31666283,5056
"ENSG00000201207.1","Y_RNA","misc_RNA","chr6",31663288,31663401,"+","ENSG00000201207",31663288,114
"ENSG00000204435.15","CSNK2B","protein_coding","chr6",31665227,31670074,"+","ENSG00000204435",31665227,4848
"ENSG00000240053.8","LY6G5B","protein_coding","chr6",31670167,31673776,"+","ENSG00000240053",31670167,3610
"ENSG00000204428.12","LY6G5C","protein_coding","chr6",31676684,31684040,"-","ENSG00000204428",31684040,7357
"ENSG00000204427.12","ABHD16A","protein_coding","chr6",31686955,31703356,"-","ENSG00000204427",31703356,16402
"ENSG00000266776.1","MIR4646","miRNA","chr6",31701029,31701091,"-","ENSG00000266776",31701091,63
"ENSG00000204424.10","LY6G6F","protein_coding","chr6",31706866,31710679,"+","ENSG00000204424",31706866,3814
"ENSG00000255552.8","LY6G6E","protein_coding","chr6",31711771,31714065,"-","ENSG00000255552",31714065,2295
"ENSG00000244355.8","LY6G6D","protein_coding","chr6",31715348,31717919,"+","ENSG00000244355",31715348,2572
"ENSG00000204420.10","MPIG6B","protein_coding","chr6",31723344,31726714,"+","ENSG00000204420",31723344,3371
"ENSG00000204421.3","LY6G6C","protein_coding","chr6",31718648,31721746,"-","ENSG00000204421",31721746,3099
"ENSG00000213722.10","DDAH2","protein_coding","chr6",31727038,31730580,"-","ENSG00000213722",31730580,3543
"ENSG00000213719.8","CLIC1","protein_coding","chr6",31730618,31739388,"-","ENSG00000213719",31739388,8771
"ENSG00000204410.16","MSH5","protein_coding","chr6",31739677,31762676,"+","ENSG00000204410",31739677,23000
"ENSG00000252743.1","RNU6-850P","snRNA","chr6",31756951,31757053,"-","ENSG00000252743",31757053,103
"ENSG00000228727.9","SAPCD1","protein_coding","chr6",31762996,31764851,"+","ENSG00000228727",31762996,1856
"ENSG00000235663.1","SAPCD1-AS1","lncRNA","chr6",31764356,31765588,"-","ENSG00000235663",31765588,1233
"ENSG00000204396.11","VWA7","protein_coding","chr6",31765590,31777328,"-","ENSG00000204396",31777328,11739
"ENSG00000204394.13","VARS1","protein_coding","chr6",31777518,31795752,"-","ENSG00000204394",31795752,18235
"ENSG00000201555.1","Y_RNA","misc_RNA","chr6",31778817,31778905,"-","ENSG00000201555",31778905,89
"ENSG00000204392.11","LSM2","protein_coding","chr6",31797396,31806966,"-","ENSG00000204392",31806966,9571
"ENSG00000204390.10","HSPA1L","protein_coding","chr6",31809619,31815283,"-","ENSG00000204390",31815283,5665
"ENSG00000204389.10","HSPA1A","protein_coding","chr6",31815543,31817946,"+","ENSG00000204389",31815543,2404
"ENSG00000289637.1","ENSG00000289637","lncRNA","chr6",31821149,31821964,"-","ENSG00000289637",31821964,816
"ENSG00000204388.7","HSPA1B","protein_coding","chr6",31827738,31830254,"+","ENSG00000204388",31827738,2517
"ENSG00000204387.14","SNHG32","lncRNA","chr6",31834608,31839766,"+","ENSG00000204387",31834608,5159
"ENSG00000201823.1","SNORD48","snoRNA","chr6",31835263,31835287,"+","ENSG00000201823",31835263,25
"ENSG00000204386.12","NEU1","protein_coding","chr6",31857659,31862822,"-","ENSG00000204386",31862822,5164
"ENSG00000204385.13","SLC44A4","protein_coding","chr6",31863192,31879046,"-","ENSG00000204385",31879046,15855
"ENSG00000237080.3","EHMT2-AS1","lncRNA","chr6",31877808,31884204,"+","ENSG00000237080",31877808,6397
"ENSG00000204371.11","EHMT2","protein_coding","chr6",31879759,31897684,"-","ENSG00000204371",31897684,17926
"ENSG00000166278.15","C2","protein_coding","chr6",31897785,31945649,"+","ENSG00000166278",31897785,47865
"ENSG00000204366.4","ZBTB12","protein_coding","chr6",31899613,31902086,"-","ENSG00000204366",31902086,2474
"ENSG00000281756.1","C2-AS1","lncRNA","chr6",31935340,31941724,"-","ENSG00000281756",31941724,6385
"ENSG00000243649.9","CFB","protein_coding","chr6",31945673,31952084,"+","ENSG00000243649",31945673,6412
"ENSG00000204356.14","NELFE","protein_coding","chr6",31952087,31958971,"-","ENSG00000204356",31958971,6885
"ENSG00000284446.1","MIR1236","miRNA","chr6",31956839,31956940,"-","ENSG00000284446",31956940,102
"ENSG00000204351.12","SKIV2L","protein_coding","chr6",31959117,31969751,"+","ENSG00000204351",31959117,10635
"ENSG00000204348.10","DXO","protein_coding","chr6",31969813,31972290,"-","ENSG00000204348",31972290,2478
"ENSG00000204344.16","STK19","protein_coding","chr6",31971166,31981451,"+","ENSG00000204344",31971166,10286
"ENSG00000244731.8","C4A","protein_coding","chr6",31982057,32002681,"+","ENSG00000244731",31982057,20625
"ENSG00000233627.2","C4A-AS1","lncRNA","chr6",31999976,32003521,"-","ENSG00000233627",32003521,3546
"ENSG00000204338.8","CYP21A1P","transcribed_unprocessed_pseudogene","chr6",32005689,32008399,"+","ENSG00000204338",32005689,2711
"ENSG00000248290.1","TNXA","unprocessed_pseudogene","chr6",32008614,32012472,"-","ENSG00000248290",32012472,3859
"ENSG00000250535.1","STK19B","unprocessed_pseudogene","chr6",32013270,32013787,"+","ENSG00000250535",32013270,518
"ENSG00000224389.9","C4B","protein_coding","chr6",32014795,32035418,"+","ENSG00000224389",32014795,20624
"ENSG00000229776.1","C4B-AS1","lncRNA","chr6",32032713,32036258,"-","ENSG00000229776",32036258,3546
"ENSG00000231852.9","CYP21A2","protein_coding","chr6",32038327,32041644,"+","ENSG00000231852",32038327,3318
"ENSG00000168477.19","TNXB","protein_coding","chr6",32041771,32115263,"-","ENSG00000168477",32115263,73493
"ENSG00000252512.1","RNA5SP206","rRNA_pseudogene","chr6",32078508,32078628,"-","ENSG00000252512",32078628,121
"ENSG00000286974.1","ENSG00000286974","lncRNA","chr6",32108406,32112849,"+","ENSG00000286974",32108406,4444
"ENSG00000213676.13","ATF6B","protein_coding","chr6",32115335,32128253,"-","ENSG00000213676",32128253,12919
"ENSG00000204315.4","FKBPL","protein_coding","chr6",32128707,32130288,"-","ENSG00000204315",32130288,1582
"ENSG00000204314.12","PRRT1","protein_coding","chr6",32148359,32152175,"-","ENSG00000204314",32152175,3817
"ENSG00000284954.1","ENSG00000284954","lncRNA","chr6",32152802,32153908,"-","ENSG00000284954",32153908,1107
"ENSG00000221988.13","PPT2","protein_coding","chr6",32153999,32163678,"+","ENSG00000221988",32153999,9680
"ENSG00000241404.7","EGFL8","protein_coding","chr6",32164595,32168211,"+","ENSG00000241404",32164595,3617
"ENSG00000204310.13","AGPAT1","protein_coding","chr6",32168282,32178096,"-","ENSG00000204310",32178096,9815
"ENSG00000284469.1","MIR6721","miRNA","chr6",32170039,32170116,"-","ENSG00000284469",32170116,78
"ENSG00000204308.8","RNF5","protein_coding","chr6",32178405,32180793,"+","ENSG00000204308",32178405,2389
"ENSG00000277264.1","MIR6833","miRNA","chr6",32179816,32179876,"+","ENSG00000277264",32179816,61
"ENSG00000204305.16","AGER","protein_coding","chr6",32180968,32184322,"-","ENSG00000204305",32184322,3355
"ENSG00000204304.12","PBX2","protein_coding","chr6",32184836,32190202,"-","ENSG00000204304",32190202,5367
"ENSG00000213654.10","GPSM3","protein_coding","chr6",32190766,32194829,"-","ENSG00000213654",32194829,4064
"ENSG00000204301.6","NOTCH4","protein_coding","chr6",32194843,32224067,"-","ENSG00000204301",32224067,29225
"ENSG00000225914.4","TSBP1-AS1","lncRNA","chr6",32254640,32407763,"+","ENSG00000225914",32254640,153124
"ENSG00000204296.12","TSBP1","protein_coding","chr6",32288526,32371912,"-","ENSG00000204296",32371912,83387
"ENSG00000237285.1","HNRNPA1P2","processed_pseudogene","chr6",32325219,32326178,"+","ENSG00000237285",32325219,960
"ENSG00000223335.1","RNU6-603P","snRNA","chr6",32352877,32352983,"+","ENSG00000223335",32352877,107
"ENSG00000204290.11","BTNL2","protein_coding","chr6",32393339,32405286,"-","ENSG00000204290",32405286,11948
"ENSG00000204287.14","HLA-DRA","protein_coding","chr6",32439878,32445046,"+","ENSG00000204287",32439878,5169
"ENSG00000196301.3","HLA-DRB9","unprocessed_pseudogene","chr6",32459821,32473500,"-","ENSG00000196301",32473500,13680
"ENSG00000198502.6","HLA-DRB5","protein_coding","chr6",32517353,32530287,"-","ENSG00000198502",32530287,12935
"ENSG00000251916.1","RNU1-61P","snRNA","chr6",32549940,32550090,"-","ENSG00000251916",32550090,151
"ENSG00000229391.7","HLA-DRB6","transcribed_unprocessed_pseudogene","chr6",32552713,32560022,"-","ENSG00000229391",32560022,7310
"ENSG00000196126.11","HLA-DRB1","protein_coding","chr6",32578769,32589848,"-","ENSG00000196126",32589848,11080
"ENSG00000196735.13","HLA-DQA1","protein_coding","chr6",32628179,32643684,"+","ENSG00000196735",32628179,15506
"ENSG00000179344.17","HLA-DQB1","protein_coding","chr6",32659467,32668383,"-","ENSG00000179344",32668383,8917
"ENSG00000223534.1","HLA-DQB1-AS1","lncRNA","chr6",32660355,32660729,"+","ENSG00000223534",32660355,375
"ENSG00000235040.1","MTCO3P1","unprocessed_pseudogene","chr6",32706124,32706955,"-","ENSG00000235040",32706955,832
"ENSG00000232080.5","ENSG00000232080","lncRNA","chr6",32718005,32719170,"+","ENSG00000232080",32718005,1166
"ENSG00000226030.1","HLA-DQB3","unprocessed_pseudogene","chr6",32730758,32731695,"-","ENSG00000226030",32731695,938
"ENSG00000237541.4","HLA-DQA2","protein_coding","chr6",32741391,32747198,"+","ENSG00000237541",32741391,5808
"ENSG00000263649.1","MIR3135B","miRNA","chr6",32749912,32749979,"-","ENSG00000263649",32749979,68
"ENSG00000232629.9","HLA-DQB2","protein_coding","chr6",32756098,32763532,"-","ENSG00000232629",32763532,7435
"ENSG00000241106.8","HLA-DOB","protein_coding","chr6",32812763,32820466,"-","ENSG00000241106",32820466,7704
"ENSG00000204267.17","TAP2","protein_coding","chr6",32821833,32838739,"-","ENSG00000204267",32838739,16907
"ENSG00000204264.12","PSMB8","protein_coding","chr6",32840717,32844047,"-","ENSG00000204264",32844047,3331
"ENSG00000204261.9","PSMB8-AS1","lncRNA","chr6",32844078,32846500,"+","ENSG00000204261",32844078,2423
"ENSG00000240065.8","PSMB9","protein_coding","chr6",32854192,32859851,"+","ENSG00000240065",32854192,5660
"ENSG00000168394.12","TAP1","protein_coding","chr6",32845209,32853816,"-","ENSG00000168394",32853816,8608
"ENSG00000234515.1","PPP1R2P1","transcribed_processed_pseudogene","chr6",32879171,32879848,"-","ENSG00000234515",32879848,678
"ENSG00000289559.1","ENSG00000289559","lncRNA","chr6",32893197,32894632,"-","ENSG00000289559",32894632,1436
"ENSG00000289047.1","ENSG00000289047","lncRNA","chr6",32894760,32901788,"+","ENSG00000289047",32894760,7029
"ENSG00000235301.1","HLA-Z","unprocessed_pseudogene","chr6",32896416,32896490,"+","ENSG00000235301",32896416,75
"ENSG00000242574.9","HLA-DMB","protein_coding","chr6",32934629,32941028,"-","ENSG00000242574",32941028,6400
"ENSG00000204257.15","HLA-DMA","protein_coding","chr6",32948613,32969094,"-","ENSG00000204257",32969094,20482
"ENSG00000204256.14","BRD2","protein_coding","chr6",32968594,32981505,"+","ENSG00000204256",32968594,12912
"ENSG00000223837.2","ENSG00000223837","lncRNA","chr6",32970232,32970886,"+","ENSG00000223837",32970232,655
"ENSG00000204252.14","HLA-DOA","protein_coding","chr6",33004182,33009591,"-","ENSG00000204252",33009591,5410
"ENSG00000231389.8","HLA-DPA1","protein_coding","chr6",33064569,33073772,"-","ENSG00000231389",33073772,9204
"ENSG00000223865.11","HLA-DPB1","protein_coding","chr6",33075990,33089696,"+","ENSG00000223865",33075990,13707
"ENSG00000224796.1","RPL32P1","processed_pseudogene","chr6",33079451,33079860,"+","ENSG00000224796",33079451,410
"ENSG00000231461.1","HLA-DPA2","unprocessed_pseudogene","chr6",33091753,33097295,"-","ENSG00000231461",33097295,5543
"ENSG00000228688.1","COL11A2P1","unprocessed_pseudogene","chr6",33103794,33107330,"-","ENSG00000228688",33107330,3537
"ENSG00000224557.8","HLA-DPB2","transcribed_unprocessed_pseudogene","chr6",33112440,33129084,"+","ENSG00000224557",33112440,16645
"ENSG00000237398.1","HLA-DPA3","unprocessed_pseudogene","chr6",33131216,33143325,"-","ENSG00000237398",33143325,12110
"ENSG00000230313.1","HCG24","lncRNA","chr6",33144783,33147767,"+","ENSG00000230313",33144783,2985
"ENSG00000204248.12","COL11A2","protein_coding","chr6",33162681,33192499,"-","ENSG00000204248",33192499,29819
"ENSG00000204231.11","RXRB","protein_coding","chr6",33193588,33200444,"-","ENSG00000204231",33200444,6857
"ENSG00000202441.2","RNY4P10","misc_RNA","chr6",33199601,33199696,"+","ENSG00000202441",33199601,96
"ENSG00000112473.18","SLC39A7","protein_coding","chr6",33200666,33204439,"+","ENSG00000112473",33200666,3774
"ENSG00000204228.4","HSD17B8","protein_coding","chr6",33204655,33206831,"+","ENSG00000204228",33204655,2177
"ENSG00000288751.1","ENSG00000288751","lncRNA","chr6",33207081,33208473,"-","ENSG00000288751",33208473,1393
"ENSG00000204227.5","RING1","protein_coding","chr6",33208500,33212722,"+","ENSG00000204227",33208500,4223
"ENSG00000225463.1","ZNF70P1","processed_pseudogene","chr6",33215705,33216328,"+","ENSG00000225463",33215705,624
"ENSG00000223457.1","HTATSF1P1","processed_pseudogene","chr6",33237799,33239690,"+","ENSG00000223457",33237799,1892
"ENSG00000272217.1","ENSG00000272217","lncRNA","chr6",33246075,33246856,"-","ENSG00000272217",33246856,782
"ENSG00000232940.7","HCG25","lncRNA","chr6",33249534,33255167,"+","ENSG00000232940",33249534,5634
"ENSG00000223501.9","VPS52","protein_coding","chr6",33250712,33272047,"-","ENSG00000223501",33272047,21336
"ENSG00000231500.7","RPS18","protein_coding","chr6",33272075,33276511,"+","ENSG00000231500",33272075,4437
"ENSG00000235863.4","B3GALT4","protein_coding","chr6",33277123,33284832,"+","ENSG00000235863",33277123,7710
"ENSG00000227057.10","WDR46","protein_coding","chr6",33279108,33289247,"-","ENSG00000227057",33289247,10140
"ENSG00000284517.1","MIR6873","miRNA","chr6",33287227,33287289,"-","ENSG00000284517",33287289,63
