"gene","module","gene_clean","symbol","is_GenAge","symbol_gtf","gene_type","chromosome","gene_start","gene_end","strand","TSS","gene_length","ERV_position_eligible","promoter_ERV_n","promoter_ERV_any","promoter_ERV_families","nearest_ERV_distance","nearest_ERV_fragment_id","nearest_ERV_repName","nearest_ERV_family","nearest_ERV_part","nearest_ERV_start","nearest_ERV_end","nearest_ERV_strand","nearest_ERV_direction","nearest_ERV_signed_distance"
"ENSG00000163534.15","grey","ENSG00000163534","FCRL1",FALSE,"FCRL1","protein_coding","chr1",157794403,157820120,"-",157820120,25718,TRUE,0,FALSE,NA,3446,"chr1_157823567_157824456_ERVL-B4-int","ERVL-B4-int","ERVL","internal",157823567,157824456,"-","upstream",-3446
"ENSG00000233334.3","grey60","ENSG00000233334","FAM53B-AS1",FALSE,"FAM53B-AS1","lncRNA","chr10",124703625,124714217,"+",124703625,10593,TRUE,2,TRUE,"ERVL-MaLR",165,"chr10_124703348_124703459_MSTB","MSTB","ERVL-MaLR","LTR_or_other",124703348,124703459,"+","upstream",-165
"ENSG00000005882.12","orange","ENSG00000005882","PDK2",FALSE,"PDK2","protein_coding","chr17",50094737,50110039,"+",50094737,15303,TRUE,0,FALSE,NA,13257,"chr17_50107995_50108062_MLT1J","MLT1J","ERVL-MaLR","LTR_or_other",50107995,50108062,"-","downstream",13257
"ENSG00000229444.1","yellow","ENSG00000229444","ST3GAL3-AS1",FALSE,"ST3GAL3-AS1","lncRNA","chr1",43709392,43727343,"-",43727343,17952,TRUE,0,FALSE,NA,3394,"chr1_43723912_43723948_MLT1A1","MLT1A1","ERVL-MaLR","LTR_or_other",43723912,43723948,"+","downstream",3394
"ENSG00000122121.12","turquoise","ENSG00000122121","XPNPEP2",FALSE,"XPNPEP2","protein_coding","chrX",129738979,129769536,"+",129738979,30558,TRUE,1,TRUE,"ERV1",484,"chrX_129739464_129739875_MER31B","MER31B","ERV1","LTR_or_other",129739464,129739875,"-","downstream",484
"ENSG00000269374.1","black","ENSG00000269374","ENSG00000269374",FALSE,"ENSG00000269374","processed_pseudogene","chr19",42485076,42485714,"-",42485714,639,TRUE,3,TRUE,"ERV1",352,"chr19_42486067_42486163_MER50B","MER50B","ERV1","LTR_or_other",42486067,42486163,"-","upstream",-352
"ENSG00000079308.20","grey60","ENSG00000079308","TNS1",FALSE,"TNS1","protein_coding","chr2",217799588,218033982,"-",218033982,234395,TRUE,0,FALSE,NA,2527,"chr2_218036510_218037036_MER65-int","MER65-int","ERV1","internal",218036510,218037036,"-","upstream",-2527
"ENSG00000006282.21","blue","ENSG00000006282","SPATA20",FALSE,"SPATA20","protein_coding","chr17",50546306,50555852,"+",50546306,9547,TRUE,0,FALSE,NA,28201,"chr17_50517870_50518104_MLT1O","MLT1O","ERVL-MaLR","LTR_or_other",50517870,50518104,"-","upstream",-28201
"ENSG00000261758.1","purple","ENSG00000261758","STAG1-DT",FALSE,"STAG1-DT","lncRNA","chr3",136752630,136755780,"+",136752630,3151,TRUE,0,FALSE,NA,2711,"chr3_136749766_136749918_MLT1E1A","MLT1E1A","ERVL-MaLR","LTR_or_other",136749766,136749918,"+","upstream",-2711
"ENSG00000124818.15","blue","ENSG00000124818","OPN5",FALSE,"OPN5","protein_coding","chr6",47781982,47832780,"+",47781982,50799,TRUE,0,FALSE,NA,10228,"chr6_47771376_47771753_MSTA","MSTA","ERVL-MaLR","LTR_or_other",47771376,47771753,"+","upstream",-10228
"ENSG00000177427.13","blue","ENSG00000177427","MIEF2",FALSE,"MIEF2","protein_coding","chr17",18260597,18266552,"+",18260597,5956,TRUE,0,FALSE,NA,5961,"chr17_18266559_18266917_MLT1A0","MLT1A0","ERVL-MaLR","LTR_or_other",18266559,18266917,"-","downstream",5961
"ENSG00000156564.9","greenyellow","ENSG00000156564","LRFN2",FALSE,"LRFN2","protein_coding","chr6",40391591,40587364,"-",40587364,195774,TRUE,0,FALSE,NA,9027,"chr6_40596392_40596778_LTR33A","LTR33A","ERVL","LTR_or_other",40596392,40596778,"+","upstream",-9027
"ENSG00000172071.15","black","ENSG00000172071","EIF2AK3",FALSE,"EIF2AK3","protein_coding","chr2",88556741,88691518,"-",88691518,134778,TRUE,0,FALSE,NA,3028,"chr2_88694547_88695531_MER21A","MER21A","ERVL","LTR_or_other",88694547,88695531,"+","upstream",-3028
"ENSG00000284719.2","black","ENSG00000284719","ENSG00000284719",FALSE,"ENSG00000284719","lncRNA","chr1",39799419,39809450,"+",39799419,10032,TRUE,0,FALSE,NA,1566,"chr1_39800986_39801204_MER49","MER49","ERV1","LTR_or_other",39800986,39801204,"+","downstream",1566
"ENSG00000155158.20","salmon","ENSG00000155158","TTC39B",FALSE,"TTC39B","protein_coding","chr9",15163622,15307360,"-",15307360,143739,TRUE,0,FALSE,NA,4511,"chr9_15311872_15311942_MLT1J","MLT1J","ERVL-MaLR","LTR_or_other",15311872,15311942,"+","upstream",-4511
"ENSG00000174963.18","blue","ENSG00000174963","ZIC4",FALSE,"ZIC4","protein_coding","chr3",147386046,147406809,"-",147406809,20764,TRUE,0,FALSE,NA,56147,"chr3_147462957_147463145_LTR67B","LTR67B","ERVL","LTR_or_other",147462957,147463145,"-","upstream",-56147
"ENSG00000145147.20","grey","ENSG00000145147","SLIT2",FALSE,"SLIT2","protein_coding","chr4",20251905,20620561,"+",20251905,368657,TRUE,0,FALSE,NA,12532,"chr4_20238985_20239372_MLT1J2","MLT1J2","ERVL-MaLR","LTR_or_other",20238985,20239372,"-","upstream",-12532
"ENSG00000188993.4","blue","ENSG00000188993","LRRC66",FALSE,"LRRC66","protein_coding","chr4",51993652,52020363,"-",52020363,26712,TRUE,0,FALSE,NA,12481,"chr4_52007653_52007881_MLT1I","MLT1I","ERVL-MaLR","LTR_or_other",52007653,52007881,"+","downstream",12481
"ENSG00000287148.1","green","ENSG00000287148","LINCADL",FALSE,"LINCADL","lncRNA","chr5",115956571,115958599,"+",115956571,2029,TRUE,0,FALSE,NA,1401,"chr5_115957973_115958697_LTR8","LTR8","ERV1","LTR_or_other",115957973,115958697,"+","downstream",1401
"ENSG00000163145.13","turquoise","ENSG00000163145","C1QTNF7",FALSE,"C1QTNF7","protein_coding","chr4",15339818,15446167,"+",15339818,106350,TRUE,3,TRUE,"ERVL-MaLR",1443,"chr4_15338321_15338374_MLT1J1","MLT1J1","ERVL-MaLR","LTR_or_other",15338321,15338374,"-","upstream",-1443
"ENSG00000170458.14","cyan","ENSG00000170458","CD14",FALSE,"CD14","protein_coding","chr5",140631728,140633701,"-",140633701,1974,TRUE,0,FALSE,NA,2173,"chr5_140631018_140631527_LTR40A1","LTR40A1","ERVL","LTR_or_other",140631018,140631527,"-","downstream",2173
"ENSG00000113805.9","green","ENSG00000113805","CNTN3",FALSE,"CNTN3","protein_coding","chr3",74262568,74614659,"-",74614659,352092,TRUE,0,FALSE,NA,5974,"chr3_74620634_74620982_MLT1A0","MLT1A0","ERVL-MaLR","LTR_or_other",74620634,74620982,"-","upstream",-5974
"ENSG00000260012.1","grey","ENSG00000260012","ENSG00000260012",FALSE,"ENSG00000260012","processed_pseudogene","chr16",47262741,47263500,"+",47262741,760,TRUE,0,FALSE,NA,17707,"chr16_47244666_47245033_MLT1B","MLT1B","ERVL-MaLR","LTR_or_other",47244666,47245033,"+","upstream",-17707
"ENSG00000134760.6","royalblue","ENSG00000134760","DSG1",FALSE,"DSG1","protein_coding","chr18",31318160,31359246,"+",31318160,41087,TRUE,0,FALSE,NA,28232,"chr18_31289527_31289927_LTR7","LTR7","ERV1","LTR_or_other",31289527,31289927,"-","upstream",-28232
"ENSG00000270866.1","yellow","ENSG00000270866","ENSG00000270866",FALSE,"ENSG00000270866","lncRNA","chr8",76403998,76405091,"+",76403998,1094,TRUE,0,FALSE,NA,4425,"chr8_76399417_76399572_MLT1J","MLT1J","ERVL-MaLR","LTR_or_other",76399417,76399572,"+","upstream",-4425
"ENSG00000234175.1","red","ENSG00000234175","ENSG00000234175",FALSE,"ENSG00000234175","processed_pseudogene","chr10",13139196,13139533,"-",13139533,338,TRUE,0,FALSE,NA,6769,"chr10_13146303_13146690_MLT1A","MLT1A","ERVL-MaLR","LTR_or_other",13146303,13146690,"+","upstream",-6769
"ENSG00000067646.12","grey","ENSG00000067646","ZFY",FALSE,"ZFY","protein_coding","chrY",2935281,2982506,"+",2935281,47226,TRUE,0,FALSE,NA,2812,"chrY_2932117_2932468_MLT1B","MLT1B","ERVL-MaLR","LTR_or_other",2932117,2932468,"+","upstream",-2812
"ENSG00000136695.15","royalblue","ENSG00000136695","IL36RN",FALSE,"IL36RN","protein_coding","chr2",113058638,113065382,"+",113058638,6745,TRUE,3,TRUE,"ERV1;ERVL-MaLR",1237,"chr2_113056952_113057400_LTR37B","LTR37B","ERV1","LTR_or_other",113056952,113057400,"-","upstream",-1237
"ENSG00000086730.17","brown","ENSG00000086730","LAT2",FALSE,"LAT2","protein_coding","chr7",74199652,74229834,"+",74199652,30183,TRUE,0,FALSE,NA,3675,"chr7_74203328_74203429_ERVL47-int","ERVL47-int","ERVL","internal",74203328,74203429,"-","downstream",3675
"ENSG00000261186.2","purple","ENSG00000261186","LINC01238",FALSE,"LINC01238","lncRNA","chr2",242087351,242088457,"-",242088457,1107,TRUE,0,FALSE,NA,1093,"chr2_242087016_242087363_MER4CL34","MER4CL34","ERV1","LTR_or_other",242087016,242087363,"+","downstream",1093
"ENSG00000156381.9","orange","ENSG00000156381","ANKRD9",FALSE,"ANKRD9","protein_coding","chr14",102502478,102509799,"-",102509799,7322,TRUE,0,FALSE,NA,8405,"chr14_102518205_102518664_MLT1H2","MLT1H2","ERVL-MaLR","LTR_or_other",102518205,102518664,"-","upstream",-8405
"ENSG00000253853.3","turquoise","ENSG00000253853","ENSG00000253853",FALSE,"ENSG00000253853","lncRNA","chr8",2726956,2838823,"+",2726956,111868,TRUE,1,TRUE,"ERVL",697,"chr8_2727654_2728209_LTR12C","LTR12C","ERV1","LTR_or_other",2727654,2728209,"+","downstream",697
"ENSG00000197629.6","cyan","ENSG00000197629","MPEG1",FALSE,"MPEG1","protein_coding","chr11",59208589,59212927,"-",59212927,4339,TRUE,0,FALSE,NA,2404,"chr11_59215332_59215945_MER41B","MER41B","ERV1","LTR_or_other",59215332,59215945,"-","upstream",-2404
"ENSG00000176472.11","blue","ENSG00000176472","ZNF575",FALSE,"ZNF575","protein_coding","chr19",43525497,43536130,"+",43525497,10634,TRUE,0,FALSE,NA,2846,"chr19_43528344_43528498_LTR65","LTR65","ERV1","LTR_or_other",43528344,43528498,"+","downstream",2846
"ENSG00000282608.2","cyan","ENSG00000282608","ADORA3",FALSE,"ADORA3","protein_coding","chr1",111499429,111501359,"-",111501359,1931,TRUE,0,FALSE,NA,4470,"chr1_111496740_111496888_MER89","MER89","ERV1","LTR_or_other",111496740,111496888,"+","downstream",4470
"ENSG00000287381.1","grey","ENSG00000287381","ENSG00000287381",FALSE,"ENSG00000287381","lncRNA","chr18",50647315,50651212,"-",50651212,3898,TRUE,0,FALSE,NA,4946,"chr18_50656159_50656655_MLT1F2","MLT1F2","ERVL-MaLR","LTR_or_other",50656159,50656655,"-","upstream",-4946
"ENSG00000278998.1","grey","ENSG00000278998","ENSG00000278998",FALSE,"ENSG00000278998","TEC","chr7",155222903,155223851,"+",155222903,949,TRUE,2,TRUE,"ERVL-MaLR",611,"chr7_155223515_155223968_MER4C","MER4C","ERV1","LTR_or_other",155223515,155223968,"+","downstream",611
"ENSG00000153404.15","grey","ENSG00000153404","PLEKHG4B",FALSE,"PLEKHG4B","protein_coding","chr5",92168,189972,"+",92168,97805,TRUE,0,FALSE,NA,2283,"chr5_89767_89884_LTR67B","LTR67B","ERVL","LTR_or_other",89767,89884,"-","upstream",-2283
"ENSG00000272209.1","grey","ENSG00000272209","ENSG00000272209",FALSE,"ENSG00000272209","lncRNA","chr6",13825432,13826574,"+",13825432,1143,TRUE,0,FALSE,NA,544,"chr6_13825977_13826336_MSTD","MSTD","ERVL-MaLR","LTR_or_other",13825977,13826336,"-","downstream",544
"ENSG00000157193.18","violet","ENSG00000157193","LRP8",FALSE,"LRP8","protein_coding","chr1",53242364,53328469,"-",53328469,86106,TRUE,0,FALSE,NA,4373,"chr1_53332843_53333375_MLT1F","MLT1F","ERVL-MaLR","LTR_or_other",53332843,53333375,"-","upstream",-4373
"ENSG00000099994.11","turquoise","ENSG00000099994","SUSD2",FALSE,"SUSD2","protein_coding","chr22",24181487,24189106,"+",24181487,7620,TRUE,0,FALSE,NA,6616,"chr22_24174584_24174870_MLT1F1","MLT1F1","ERVL-MaLR","LTR_or_other",24174584,24174870,"-","upstream",-6616
"ENSG00000132326.12","grey","ENSG00000132326","PER2",FALSE,"PER2","protein_coding","chr2",238244044,238290102,"-",238290102,46059,TRUE,0,FALSE,NA,6663,"chr2_238282906_238283438_LTR16D","LTR16D","ERVL","LTR_or_other",238282906,238283438,"+","downstream",6663
"ENSG00000250961.2","turquoise","ENSG00000250961","ENSG00000250961",FALSE,"ENSG00000250961","lncRNA","chr5",57395060,57534504,"+",57395060,139445,TRUE,4,TRUE,"ERVL;ERVL-MaLR",183,"chr5_57395244_57396101_MER21A","MER21A","ERVL","LTR_or_other",57395244,57396101,"-","downstream",183
"ENSG00000187583.11","yellow","ENSG00000187583","PLEKHN1",FALSE,"PLEKHN1","protein_coding","chr1",966482,975203,"+",966482,8722,TRUE,0,FALSE,NA,19117,"chr1_985600_986089_MER4A1_","MER4A1_","ERV1","LTR_or_other",985600,986089,"+","downstream",19117
"ENSG00000159176.14","turquoise","ENSG00000159176","CSRP1",FALSE,"CSRP1","protein_coding","chr1",201483530,201509456,"-",201509456,25927,TRUE,0,FALSE,NA,3781,"chr1_201513238_201513780_MER41A","MER41A","ERV1","LTR_or_other",201513238,201513780,"-","upstream",-3781
"ENSG00000158292.7","green","ENSG00000158292","GPR153",FALSE,"GPR153","protein_coding","chr1",6247353,6261098,"-",6261098,13746,TRUE,0,FALSE,NA,4223,"chr1_6256802_6256874_MLT1A1","MLT1A1","ERVL-MaLR","LTR_or_other",6256802,6256874,"+","downstream",4223
"ENSG00000144810.16","turquoise","ENSG00000144810","COL8A1",FALSE,"COL8A1","protein_coding","chr3",99638475,99799226,"+",99638475,160752,TRUE,0,FALSE,NA,4753,"chr3_99633682_99633721_MLT2B3","MLT2B3","ERVL","LTR_or_other",99633682,99633721,"+","upstream",-4753
"ENSG00000278847.1","grey","ENSG00000278847","ENSG00000278847",FALSE,"ENSG00000278847","lncRNA","chrY",2934406,2934771,"-",2934771,366,TRUE,0,FALSE,NA,2302,"chrY_2932117_2932468_MLT1B","MLT1B","ERVL-MaLR","LTR_or_other",2932117,2932468,"+","downstream",2302
"ENSG00000224280.1","grey","ENSG00000224280","ENSG00000224280",FALSE,"ENSG00000224280","processed_pseudogene","chr7",16583782,16586757,"-",16586757,2976,TRUE,3,TRUE,"ERV1",189,"chr7_16586947_16587340_MER61C","MER61C","ERV1","LTR_or_other",16586947,16587340,"-","upstream",-189
"ENSG00000186998.16","turquoise","ENSG00000186998","EMID1",FALSE,"EMID1","protein_coding","chr22",29205896,29259597,"+",29205896,53702,TRUE,0,FALSE,NA,15418,"chr22_29190384_29190477_MLT1C","MLT1C","ERVL-MaLR","LTR_or_other",29190384,29190477,"+","upstream",-15418
"ENSG00000267289.1","grey","ENSG00000267289","PIN1-DT",FALSE,"PIN1-DT","lncRNA","chr19",9834079,9835013,"-",9835013,935,TRUE,0,FALSE,NA,7676,"chr19_9827158_9827336_MER51D","MER51D","ERV1","LTR_or_other",9827158,9827336,"+","downstream",7676
"ENSG00000280268.1","grey","ENSG00000280268","ENSG00000280268",FALSE,"ENSG00000280268","TEC","chr17",3439923,3441844,"-",3441844,1922,TRUE,0,FALSE,NA,2203,"chr17_3439444_3439640_ERVL-E-int","ERVL-E-int","ERVL","internal",3439444,3439640,"-","downstream",2203
"ENSG00000289550.1","green","ENSG00000289550","ENSG00000289550",FALSE,"ENSG00000289550","lncRNA","chr18",12277737,12279162,"-",12279162,1426,TRUE,1,TRUE,"ERVL-MaLR",459,"chr18_12278651_12278702_MLT1K","MLT1K","ERVL-MaLR","LTR_or_other",12278651,12278702,"-","downstream",459
"ENSG00000179546.5","darkgreen","ENSG00000179546","HTR1D",FALSE,"HTR1D","protein_coding","chr1",23191895,23217502,"-",23217502,25608,TRUE,0,FALSE,NA,5883,"chr1_23223386_23224529_MER11A","MER11A","ERVK","LTR_or_other",23223386,23224529,"-","upstream",-5883
"ENSG00000133083.15","turquoise","ENSG00000133083","DCLK1",FALSE,"DCLK1","protein_coding","chr13",35768652,36131382,"-",36131382,362731,TRUE,0,FALSE,NA,11438,"chr13_36142821_36143225_MLT1E","MLT1E","ERVL-MaLR","LTR_or_other",36142821,36143225,"+","upstream",-11438
"ENSG00000050165.19","turquoise","ENSG00000050165","DKK3",FALSE,"DKK3","protein_coding","chr11",11961888,12009769,"-",12009769,47882,TRUE,0,FALSE,NA,3236,"chr11_12013006_12013381_THE1B","THE1B","ERVL-MaLR","LTR_or_other",12013006,12013381,"+","upstream",-3236
"ENSG00000116761.12","grey","ENSG00000116761","CTH",FALSE,"CTH","protein_coding","chr1",70411218,70439851,"+",70411218,28634,TRUE,0,FALSE,NA,9701,"chr1_70401331_70401516_MLT1O","MLT1O","ERVL-MaLR","LTR_or_other",70401331,70401516,"+","upstream",-9701
"ENSG00000221986.7","black","ENSG00000221986","MYBPHL",FALSE,"MYBPHL","protein_coding","chr1",109292365,109307011,"-",109307011,14647,TRUE,0,FALSE,NA,3937,"chr1_109302969_109303073_MLT1J2","MLT1J2","ERVL-MaLR","LTR_or_other",109302969,109303073,"+","downstream",3937
"ENSG00000162433.15","turquoise","ENSG00000162433","AK4",FALSE,"AK4","protein_coding","chr1",65147549,65232145,"+",65147549,84597,TRUE,1,TRUE,"ERV1",1712,"chr1_65145439_65145836_LTR7B","LTR7B","ERV1","LTR_or_other",65145439,65145836,"+","upstream",-1712
"ENSG00000065989.16","yellow","ENSG00000065989","PDE4A",FALSE,"PDE4A","protein_coding","chr19",10416773,10469630,"+",10416773,52858,TRUE,0,FALSE,NA,35270,"chr19_10381366_10381502_MER31B","MER31B","ERV1","LTR_or_other",10381366,10381502,"+","upstream",-35270
"ENSG00000183715.14","turquoise","ENSG00000183715","OPCML",FALSE,"OPCML","protein_coding","chr11",132414977,133532414,"-",133532414,1117438,TRUE,0,FALSE,NA,15974,"chr11_133516017_133516439_LTR16B2","LTR16B2","ERVL","LTR_or_other",133516017,133516439,"-","downstream",15974
"ENSG00000289156.1","grey","ENSG00000289156","ENSG00000289156",FALSE,"ENSG00000289156","lncRNA","chr2",68251603,68346035,"+",68251603,94433,TRUE,0,FALSE,NA,11170,"chr2_68240147_68240432_MER57C2","MER57C2","ERV1","LTR_or_other",68240147,68240432,"+","upstream",-11170
"ENSG00000287048.1","blue","ENSG00000287048","ENSG00000287048",FALSE,"ENSG00000287048","lncRNA","chr2",156788731,156865701,"+",156788731,76971,TRUE,0,FALSE,NA,5207,"chr2_156793939_156794472_MLT1K","MLT1K","ERVL-MaLR","LTR_or_other",156793939,156794472,"-","downstream",5207
"ENSG00000180475.4","blue","ENSG00000180475","OR10Q1",FALSE,"OR10Q1","protein_coding","chr11",58227882,58228918,"-",58228918,1037,TRUE,0,FALSE,NA,3134,"chr11_58225417_58225783_THE1D","THE1D","ERVL-MaLR","LTR_or_other",58225417,58225783,"-","downstream",3134
"ENSG00000161381.14","turquoise","ENSG00000161381","PLXDC1",FALSE,"PLXDC1","protein_coding","chr17",39063313,39154394,"-",39154394,91082,TRUE,0,FALSE,NA,6922,"chr17_39147256_39147471_LTR26C","LTR26C","ERV1","LTR_or_other",39147256,39147471,"+","downstream",6922
"ENSG00000182508.14","blue","ENSG00000182508","LHFPL1",FALSE,"LHFPL1","protein_coding","chrX",112630648,112680054,"-",112680054,49407,TRUE,0,FALSE,NA,11919,"chrX_112691974_112692107_MER34B","MER34B","ERV1","LTR_or_other",112691974,112692107,"-","upstream",-11919
"ENSG00000173614.14","yellow","ENSG00000173614","NMNAT1",FALSE,"NMNAT1","protein_coding","chr1",9943428,9985501,"+",9943428,42074,TRUE,0,FALSE,NA,3249,"chr1_9946678_9947000_MLT1B","MLT1B","ERVL-MaLR","LTR_or_other",9946678,9947000,"+","downstream",3249
"ENSG00000228526.7","turquoise","ENSG00000228526","MIR34AHG",FALSE,"MIR34AHG","lncRNA","chr1",9148011,9198906,"-",9198906,50896,TRUE,0,FALSE,NA,5495,"chr1_9204402_9204828_MLT1C","MLT1C","ERVL-MaLR","LTR_or_other",9204402,9204828,"-","upstream",-5495
"ENSG00000214050.8","blue","ENSG00000214050","FBXO16",FALSE,"FBXO16","protein_coding","chr8",28428408,28490278,"-",28490278,61871,TRUE,0,FALSE,NA,8039,"chr8_28481831_28482238_LTR40c","LTR40c","ERVL","LTR_or_other",28481831,28482238,"+","downstream",8039
"ENSG00000249453.1","blue","ENSG00000249453","ENSG00000249453",FALSE,"ENSG00000249453","lncRNA","chr4",23779590,23782560,"+",23779590,2971,TRUE,0,FALSE,NA,10807,"chr4_23768592_23768782_LTR101_Mam","LTR101_Mam","ERVL","LTR_or_other",23768592,23768782,"+","upstream",-10807
"ENSG00000064655.19","green","ENSG00000064655","EYA2",FALSE,"EYA2","protein_coding","chr20",46894624,47188844,"+",46894624,294221,TRUE,0,FALSE,NA,5241,"chr20_46889301_46889382_MLT1A1","MLT1A1","ERVL-MaLR","LTR_or_other",46889301,46889382,"-","upstream",-5241
"ENSG00000283423.1","grey","ENSG00000283423","ENSG00000283423",FALSE,"ENSG00000283423","lncRNA","chr16",55321575,55322686,"-",55322686,1112,TRUE,0,FALSE,NA,6991,"chr16_55315593_55315694_MLT1J","MLT1J","ERVL-MaLR","LTR_or_other",55315593,55315694,"-","downstream",6991
"ENSG00000132840.10","red","ENSG00000132840","BHMT2",FALSE,"BHMT2","protein_coding","chr5",79069767,79090069,"+",79069767,20303,TRUE,0,FALSE,NA,4067,"chr5_79073835_79073989_LTR67B","LTR67B","ERVL","LTR_or_other",79073835,79073989,"+","downstream",4067
"ENSG00000020577.14","blue","ENSG00000020577","SAMD4A",FALSE,"SAMD4A","protein_coding","chr14",54566117,54793315,"+",54566117,227199,TRUE,0,FALSE,NA,9617,"chr14_54556057_54556499_LTR16B1","LTR16B1","ERVL","LTR_or_other",54556057,54556499,"-","upstream",-9617
"ENSG00000287069.1","blue","ENSG00000287069","ENSG00000287069",FALSE,"ENSG00000287069","lncRNA","chr3",19389185,19702795,"-",19702795,313611,TRUE,1,TRUE,"ERV1",0,"chr3_19702400_19703772_LTR12C","LTR12C","ERV1","LTR_or_other",19702400,19703772,"+","overlaps_TSS",0
"ENSG00000012779.12","cyan","ENSG00000012779","ALOX5",FALSE,"ALOX5","protein_coding","chr10",45374176,45446119,"+",45374176,71944,TRUE,0,FALSE,NA,7736,"chr10_45381913_45382429_MER34","MER34","ERV1","LTR_or_other",45381913,45382429,"-","downstream",7736
"ENSG00000198910.14","turquoise","ENSG00000198910","L1CAM",FALSE,"L1CAM","protein_coding","chrX",153861514,153886173,"-",153886173,24660,TRUE,0,FALSE,NA,3828,"chrX_153890002_153890501_LTR12_","LTR12_","ERV1","LTR_or_other",153890002,153890501,"-","upstream",-3828
"ENSG00000114115.10","blue","ENSG00000114115","RBP1",FALSE,"RBP1","protein_coding","chr3",139517434,139539829,"-",139539829,22396,TRUE,0,FALSE,NA,4777,"chr3_139544607_139545015_MLT1D","MLT1D","ERVL-MaLR","LTR_or_other",139544607,139545015,"-","upstream",-4777
"ENSG00000225300.1","grey","ENSG00000225300","ENSG00000225300",FALSE,"ENSG00000225300","lncRNA","chr1",246605873,246608102,"+",246605873,2230,TRUE,2,TRUE,"ERV1",0,"chr1_246605409_246605993_MER48","MER48","ERV1","LTR_or_other",246605409,246605993,"-","overlaps_TSS",0
"ENSG00000223872.2","greenyellow","ENSG00000223872","ENSG00000223872",FALSE,"ENSG00000223872","lncRNA","chr7",157501322,157503908,"+",157501322,2587,TRUE,0,FALSE,NA,1427,"chr7_157502750_157503017_MLT1J2","MLT1J2","ERVL-MaLR","LTR_or_other",157502750,157503017,"+","downstream",1427
"ENSG00000136261.16","blue","ENSG00000136261","BZW2",FALSE,"BZW2","protein_coding","chr7",16646131,16706523,"+",16646131,60393,TRUE,0,FALSE,NA,7183,"chr7_16638049_16638947_MER21C","MER21C","ERVL","LTR_or_other",16638049,16638947,"-","upstream",-7183
