"priority_rank","gene","symbol","module","rank_in_module","MM","GS_AGE","is_GenAge","chromosome","gene_strand","TSS","window_start","window_end","erv_fragment_id","repeat_start","repeat_end","erv_strand","repName","repFamily","repeat_part","percent_divergence","epigenome_support_n","supporting_epigenomes","supported_in_E100","supported_in_E108","consensus_support","enhancer_states","TSS_distance","TSS_direction","signed_TSS_distance","same_strand","proximity_group","is_promoter_ERV_pair","promoter_main_context","overlaps_TSS","overlaps_first_exon","overlaps_other_exon","overlaps_intron","candidate_group","candidate_group_rank"
197,"ENSG00000140688.17","RUSF1","greenyellow",3,0.79551634473466,0.284997183241554,FALSE,"chr16","-",31509167,31409167,31609167,"chr16_31504698_31505139_LTR5B",31504698,31505139,"+","LTR5B","ERVK","LTR_or_other",10.2,1,"E108",FALSE,TRUE,FALSE,"EnhG1",4028,"downstream",4028,FALSE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
198,"ENSG00000140688.17","RUSF1","greenyellow",3,0.79551634473466,0.284997183241554,FALSE,"chr16","-",31509167,31409167,31609167,"chr16_31432084_31432300_MLT1K",31432084,31432300,"+","MLT1K","ERVL-MaLR","LTR_or_other",30.2,1,"E108",FALSE,TRUE,FALSE,"EnhA2",76867,"downstream",76867,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
199,"ENSG00000140688.17","RUSF1","greenyellow",3,0.79551634473466,0.284997183241554,FALSE,"chr16","-",31509167,31409167,31609167,"chr16_31428921_31429400_MLT1N2",31428921,31429400,"-","MLT1N2","ERVL-MaLR","LTR_or_other",32.3,1,"E100",TRUE,FALSE,FALSE,"EnhA2",79767,"downstream",79767,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
200,"ENSG00000244560.7","ENSG00000244560","greenyellow",13,0.747548551835538,0.281452862236874,FALSE,"chr7","+",149285281,149185281,149385281,"chr7_149213988_149214439_MLT1C",149213988,149214439,"-","MLT1C","ERVL-MaLR","LTR_or_other",18.7,1,"E100",TRUE,FALSE,FALSE,"EnhA2",70842,"upstream",-70842,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
201,"ENSG00000170919.16","TPT1-AS1","greenyellow",4,0.792252435253589,0.278580021432576,FALSE,"chr13","+",45341345,45241345,45441345,"chr13_45331097_45331190_MER39",45331097,45331190,"+","MER39","ERV1","LTR_or_other",21.9,1,"E100",TRUE,FALSE,FALSE,"EnhA2",10155,"upstream",-10155,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
202,"ENSG00000170919.16","TPT1-AS1","greenyellow",4,0.792252435253589,0.278580021432576,FALSE,"chr13","+",45341345,45241345,45441345,"chr13_45330523_45330798_MER39",45330523,45330798,"+","MER39","ERV1","LTR_or_other",21.9,1,"E100",TRUE,FALSE,FALSE,"EnhA2",10547,"upstream",-10547,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
203,"ENSG00000170919.16","TPT1-AS1","greenyellow",4,0.792252435253589,0.278580021432576,FALSE,"chr13","+",45341345,45241345,45441345,"chr13_45368269_45368758_MER4A1",45368269,45368758,"+","MER4A1","ERV1","LTR_or_other",13.9,1,"E108",FALSE,TRUE,FALSE,"EnhA1",26924,"downstream",26924,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
204,"ENSG00000170919.16","TPT1-AS1","greenyellow",4,0.792252435253589,0.278580021432576,FALSE,"chr13","+",45341345,45241345,45441345,"chr13_45371865_45371928_LTR49-int",45371865,45371928,"+","LTR49-int","ERV1","internal",7.8,1,"E100",TRUE,FALSE,FALSE,"EnhA2",30520,"downstream",30520,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
205,"ENSG00000170919.16","TPT1-AS1","greenyellow",4,0.792252435253589,0.278580021432576,FALSE,"chr13","+",45341345,45241345,45441345,"chr13_45384892_45385188_MLT1I",45384892,45385188,"+","MLT1I","ERVL-MaLR","LTR_or_other",28.8,1,"E108",FALSE,TRUE,FALSE,"EnhA1;EnhG1",43547,"downstream",43547,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
206,"ENSG00000170919.16","TPT1-AS1","greenyellow",4,0.792252435253589,0.278580021432576,FALSE,"chr13","+",45341345,45241345,45441345,"chr13_45385669_45385827_ERVL-E-int",45385669,45385827,"-","ERVL-E-int","ERVL","internal",31.4,1,"E108",FALSE,TRUE,FALSE,"EnhA1",44324,"downstream",44324,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
207,"ENSG00000170919.16","TPT1-AS1","greenyellow",4,0.792252435253589,0.278580021432576,FALSE,"chr13","+",45341345,45241345,45441345,"chr13_45385938_45386046_ERVL-E-int",45385938,45386046,"-","ERVL-E-int","ERVL","internal",29.6,1,"E108",FALSE,TRUE,FALSE,"EnhA1",44593,"downstream",44593,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
208,"ENSG00000170919.16","TPT1-AS1","greenyellow",4,0.792252435253589,0.278580021432576,FALSE,"chr13","+",45341345,45241345,45441345,"chr13_45427140_45427736_LTR48B",45427140,45427736,"+","LTR48B","ERV1","LTR_or_other",22.6,1,"E108",FALSE,TRUE,FALSE,"EnhA1",85795,"downstream",85795,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
209,"ENSG00000203761.5","MSTO2P","greenyellow",17,0.736740242908939,0.276331577814602,FALSE,"chr1","+",155745829,155645829,155845829,"chr1_155698978_155699521_LTR14",155698978,155699521,"-","LTR14","ERVK","LTR_or_other",10.7,1,"E108",FALSE,TRUE,FALSE,"EnhA2",46308,"upstream",-46308,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
210,"ENSG00000203761.5","MSTO2P","greenyellow",17,0.736740242908939,0.276331577814602,FALSE,"chr1","+",155745829,155645829,155845829,"chr1_155698455_155698977_HERVKC4-int",155698455,155698977,"-","HERVKC4-int","ERVK","internal",18.5,1,"E108",FALSE,TRUE,FALSE,"EnhA2",46852,"upstream",-46852,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
211,"ENSG00000116809.12","ZBTB17","red",16,0.793861457571298,-0.275975880590784,FALSE,"chr1","-",15976132,15876132,16076132,"chr1_15952518_15952673_MLT1H",15952518,15952673,"+","MLT1H","ERVL-MaLR","LTR_or_other",27.9,1,"E108",FALSE,TRUE,FALSE,"EnhA1",23459,"downstream",23459,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
212,"ENSG00000116809.12","ZBTB17","red",16,0.793861457571298,-0.275975880590784,FALSE,"chr1","-",15976132,15876132,16076132,"chr1_16010092_16010678_LTR71B",16010092,16010678,"-","LTR71B","ERV1","LTR_or_other",10.8,1,"E108",FALSE,TRUE,FALSE,"EnhA2",33960,"upstream",-33960,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
213,"ENSG00000116809.12","ZBTB17","red",16,0.793861457571298,-0.275975880590784,FALSE,"chr1","-",15976132,15876132,16076132,"chr1_16010782_16011057_LTR37A",16010782,16011057,"+","LTR37A","ERV1","LTR_or_other",21.6,1,"E108",FALSE,TRUE,FALSE,"EnhA2",34650,"upstream",-34650,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
214,"ENSG00000227782.2","ENSG00000227782","midnightblue",3,0.791187781704866,0.274480582055811,FALSE,"chr17","+",16040495,15940495,16140495,"chr17_16013864_16014325_MLT1L",16013864,16014325,"-","MLT1L","ERVL-MaLR","LTR_or_other",26.4,1,"E100",TRUE,FALSE,FALSE,"EnhA2",26170,"upstream",-26170,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
215,"ENSG00000227782.2","ENSG00000227782","midnightblue",3,0.791187781704866,0.274480582055811,FALSE,"chr17","+",16040495,15940495,16140495,"chr17_16001600_16001738_MLT1J",16001600,16001738,"-","MLT1J","ERVL-MaLR","LTR_or_other",25.4,1,"E108",FALSE,TRUE,FALSE,"EnhG1",38757,"upstream",-38757,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
216,"ENSG00000227782.2","ENSG00000227782","midnightblue",3,0.791187781704866,0.274480582055811,FALSE,"chr17","+",16040495,15940495,16140495,"chr17_16107227_16107602_MLT1B",16107227,16107602,"+","MLT1B","ERVL-MaLR","LTR_or_other",21.4,1,"E100",TRUE,FALSE,FALSE,"EnhA2",66732,"downstream",66732,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
217,"ENSG00000105171.10","POP4","red",28,0.766878697522235,-0.27401893961655,FALSE,"chr19","+",29606283,29506283,29706283,"chr19_29690947_29691219_MLT1A",29690947,29691219,"-","MLT1A","ERVL-MaLR","LTR_or_other",20.9,1,"E100",TRUE,FALSE,FALSE,"EnhA2",84664,"downstream",84664,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
218,"ENSG00000105171.10","POP4","red",28,0.766878697522235,-0.27401893961655,FALSE,"chr19","+",29606283,29506283,29706283,"chr19_29691227_29691437_THE1B",29691227,29691437,"-","THE1B","ERVL-MaLR","LTR_or_other",11.4,1,"E100",TRUE,FALSE,FALSE,"EnhA2",84944,"downstream",84944,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
219,"ENSG00000105171.10","POP4","red",28,0.766878697522235,-0.27401893961655,FALSE,"chr19","+",29606283,29506283,29706283,"chr19_29691742_29691901_THE1B",29691742,29691901,"-","THE1B","ERVL-MaLR","LTR_or_other",11.4,1,"E100",TRUE,FALSE,FALSE,"EnhA2",85459,"downstream",85459,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
220,"ENSG00000105171.10","POP4","red",28,0.766878697522235,-0.27401893961655,FALSE,"chr19","+",29606283,29506283,29706283,"chr19_29691902_29691993_MLT1A",29691902,29691993,"-","MLT1A","ERVL-MaLR","LTR_or_other",14.7,1,"E100",TRUE,FALSE,FALSE,"EnhA2",85619,"downstream",85619,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
221,"ENSG00000174516.15","PELI3","red",7,0.820835652416531,-0.271654124380114,FALSE,"chr11","+",66466745,66366745,66566745,"chr11_66386701_66387046_MLT1A0",66386701,66387046,"+","MLT1A0","ERVL-MaLR","LTR_or_other",19.2,1,"E108",FALSE,TRUE,FALSE,"EnhA1",79699,"upstream",-79699,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
222,"ENSG00000138119.17","MYOF","turquoise",21,0.841986305833411,0.270758788139936,FALSE,"chr10","-",93482334,93382334,93582334,"chr10_93473314_93473393_MLT1O",93473314,93473393,"+","MLT1O","ERVL-MaLR","LTR_or_other",23.7,1,"E108",FALSE,TRUE,FALSE,"EnhA2",8941,"downstream",8941,FALSE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
223,"ENSG00000138119.17","MYOF","turquoise",21,0.841986305833411,0.270758788139936,FALSE,"chr10","-",93482334,93382334,93582334,"chr10_93463946_93464413_MLT2C2",93463946,93464413,"+","MLT2C2","ERVL","LTR_or_other",14,1,"E108",FALSE,TRUE,FALSE,"EnhA1",17921,"downstream",17921,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
224,"ENSG00000138119.17","MYOF","turquoise",21,0.841986305833411,0.270758788139936,FALSE,"chr10","-",93482334,93382334,93582334,"chr10_93514428_93514768_ERV3-16A3_LTR",93514428,93514768,"-","ERV3-16A3_LTR","ERVL","LTR_or_other",23.6,1,"E108",FALSE,TRUE,FALSE,"EnhA2",32094,"upstream",-32094,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
225,"ENSG00000138119.17","MYOF","turquoise",21,0.841986305833411,0.270758788139936,FALSE,"chr10","-",93482334,93382334,93582334,"chr10_93515073_93515129_ERV3-16A3_LTR",93515073,93515129,"-","ERV3-16A3_LTR","ERVL","LTR_or_other",23.6,1,"E108",FALSE,TRUE,FALSE,"EnhA1",32739,"upstream",-32739,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
226,"ENSG00000138119.17","MYOF","turquoise",21,0.841986305833411,0.270758788139936,FALSE,"chr10","-",93482334,93382334,93582334,"chr10_93437918_93438368_MER31A",93437918,93438368,"+","MER31A","ERV1","LTR_or_other",16.9,1,"E100",TRUE,FALSE,FALSE,"EnhA1;EnhA2",43966,"downstream",43966,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
227,"ENSG00000138119.17","MYOF","turquoise",21,0.841986305833411,0.270758788139936,FALSE,"chr10","-",93482334,93382334,93582334,"chr10_93428999_93429420_MSTB",93428999,93429420,"+","MSTB","ERVL-MaLR","LTR_or_other",15.4,1,"E108",FALSE,TRUE,FALSE,"EnhA2",52914,"downstream",52914,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
228,"ENSG00000138119.17","MYOF","turquoise",21,0.841986305833411,0.270758788139936,FALSE,"chr10","-",93482334,93382334,93582334,"chr10_93421467_93421870_MSTB1",93421467,93421870,"+","MSTB1","ERVL-MaLR","LTR_or_other",13.9,1,"E108",FALSE,TRUE,FALSE,"EnhA1;EnhA2",60464,"downstream",60464,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
229,"ENSG00000279744.1","ENSG00000279744","midnightblue",16,0.696354643162743,0.262306068227034,FALSE,"chr17","+",82462601,82362601,82562601,"chr17_82457487_82457784_MER72",82457487,82457784,"-","MER72","ERV1","LTR_or_other",19.5,1,"E100",TRUE,FALSE,FALSE,"EnhA2",4817,"upstream",-4817,FALSE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
230,"ENSG00000279744.1","ENSG00000279744","midnightblue",16,0.696354643162743,0.262306068227034,FALSE,"chr17","+",82462601,82362601,82562601,"chr17_82457198_82457479_MER72",82457198,82457479,"-","MER72","ERV1","LTR_or_other",14.5,1,"E100",TRUE,FALSE,FALSE,"EnhA2",5122,"upstream",-5122,FALSE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
231,"ENSG00000279744.1","ENSG00000279744","midnightblue",16,0.696354643162743,0.262306068227034,FALSE,"chr17","+",82462601,82362601,82562601,"chr17_82451575_82451756_MER4D1",82451575,82451756,"+","MER4D1","ERV1","LTR_or_other",12.9,1,"E108",FALSE,TRUE,FALSE,"EnhA1",10845,"upstream",-10845,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
232,"ENSG00000279744.1","ENSG00000279744","midnightblue",16,0.696354643162743,0.262306068227034,FALSE,"chr17","+",82462601,82362601,82562601,"chr17_82408499_82408849_MLT1C",82408499,82408849,"-","MLT1C","ERVL-MaLR","LTR_or_other",23.2,1,"E108",FALSE,TRUE,FALSE,"EnhG1",53752,"upstream",-53752,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
233,"ENSG00000155254.13","MARVELD1","turquoise",3,0.879774763081536,0.260156877156268,FALSE,"chr10","+",97713173,97613173,97813173,"chr10_97644398_97644884_MLT1J",97644398,97644884,"-","MLT1J","ERVL-MaLR","LTR_or_other",28.3,1,"E108",FALSE,TRUE,FALSE,"EnhG1",68289,"upstream",-68289,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
234,"ENSG00000110811.20","P3H3","turquoise",4,0.870112212710686,0.253255453253079,FALSE,"chr12","+",6828407,6728407,6928407,"chr12_6734457_6734953_MLT1F2",6734457,6734953,"-","MLT1F2","ERVL-MaLR","LTR_or_other",23.7,1,"E100",TRUE,FALSE,FALSE,"EnhA2",93454,"upstream",-93454,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
235,"ENSG00000092096.19","SLC22A17","turquoise",13,0.84743081201096,0.25232784874448,FALSE,"chr14","-",23352912,23252912,23452912,"chr14_23287055_23287232_LTR64",23287055,23287232,"+","LTR64","ERV1","LTR_or_other",13.9,1,"E100",TRUE,FALSE,FALSE,"EnhA1",65680,"downstream",65680,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
236,"ENSG00000160293.17","VAV2","turquoise",17,0.844959242851852,0.250394025235599,FALSE,"chr9","-",133992604,133892604,134092604,"chr9_133934351_133934887_MLT2B3",133934351,133934887,"+","MLT2B3","ERVL","LTR_or_other",20.1,1,"E108",FALSE,TRUE,FALSE,"EnhA2",57717,"downstream",57717,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
237,"ENSG00000134247.10","PTGFRN","turquoise",14,0.847338944830387,0.247484607968774,FALSE,"chr1","+",116909916,116809916,117009916,"chr1_116871017_116871235_MLT1H2",116871017,116871235,"-","MLT1H2","ERVL-MaLR","LTR_or_other",23,1,"E108",FALSE,TRUE,FALSE,"EnhA2",38681,"upstream",-38681,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
238,"ENSG00000134247.10","PTGFRN","turquoise",14,0.847338944830387,0.247484607968774,FALSE,"chr1","+",116909916,116809916,117009916,"chr1_116991724_116992260_MER74A",116991724,116992260,"-","MER74A","ERVL","LTR_or_other",18.4,1,"E108",FALSE,TRUE,FALSE,"EnhA2",81808,"downstream",81808,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
239,"ENSG00000082512.15","TRAF5","turquoise",15,0.847307053781856,0.244955772750921,FALSE,"chr1","+",211326615,211226615,211426615,"chr1_211378329_211378427_MLT1N2",211378329,211378427,"+","MLT1N2","ERVL-MaLR","LTR_or_other",32.3,1,"E108",FALSE,TRUE,FALSE,"EnhA2",51714,"downstream",51714,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
240,"ENSG00000246451.2","ENSG00000246451","midnightblue",10,0.712196819833399,0.244924520727226,FALSE,"chr14","-",103684015,103584015,103784015,"chr14_103702720_103703132_MER31A",103702720,103703132,"+","MER31A","ERV1","LTR_or_other",22.9,1,"E108",FALSE,TRUE,FALSE,"EnhG1",18705,"upstream",-18705,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
241,"ENSG00000246451.2","ENSG00000246451","midnightblue",10,0.712196819833399,0.244924520727226,FALSE,"chr14","-",103684015,103584015,103784015,"chr14_103704778_103704832_LTR8",103704778,103704832,"+","LTR8","ERV1","LTR_or_other",14.6,1,"E108",FALSE,TRUE,FALSE,"EnhG1",20763,"upstream",-20763,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
242,"ENSG00000246451.2","ENSG00000246451","midnightblue",10,0.712196819833399,0.244924520727226,FALSE,"chr14","-",103684015,103584015,103784015,"chr14_103655887_103656245_MLT1J",103655887,103656245,"-","MLT1J","ERVL-MaLR","LTR_or_other",28.3,1,"E108",FALSE,TRUE,FALSE,"EnhG1",27770,"downstream",27770,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
243,"ENSG00000142156.16","COL6A1","turquoise",6,0.857367370992831,0.244314877896316,FALSE,"chr21","+",45981770,45881770,46081770,"chr21_45975636_45976706_MER11C",45975636,45976706,"-","MER11C","ERVK","LTR_or_other",4.9,1,"E108",FALSE,TRUE,FALSE,"EnhA2",5064,"upstream",-5064,FALSE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
244,"ENSG00000142156.16","COL6A1","turquoise",6,0.857367370992831,0.244314877896316,FALSE,"chr21","+",45981770,45881770,46081770,"chr21_45958364_45958499_MER34B-int",45958364,45958499,"-","MER34B-int","ERV1","internal",24.6,1,"E108",FALSE,TRUE,FALSE,"EnhA2",23271,"upstream",-23271,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
245,"ENSG00000142156.16","COL6A1","turquoise",6,0.857367370992831,0.244314877896316,FALSE,"chr21","+",45981770,45881770,46081770,"chr21_45958023_45958059_MER34C_",45958023,45958059,"-","MER34C_","ERV1","LTR_or_other",25.4,1,"E108",FALSE,TRUE,FALSE,"EnhA2",23711,"upstream",-23711,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
246,"ENSG00000142156.16","COL6A1","turquoise",6,0.857367370992831,0.244314877896316,FALSE,"chr21","+",45981770,45881770,46081770,"chr21_45953851_45954480_PABL_A",45953851,45954480,"+","PABL_A","ERV1","LTR_or_other",12.2,1,"E100",TRUE,FALSE,FALSE,"EnhA2",27290,"upstream",-27290,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
247,"ENSG00000142156.16","COL6A1","turquoise",6,0.857367370992831,0.244314877896316,FALSE,"chr21","+",45981770,45881770,46081770,"chr21_46057996_46058056_LTR37B",46057996,46058056,"-","LTR37B","ERV1","LTR_or_other",21.3,1,"E108",FALSE,TRUE,FALSE,"EnhA2",76226,"downstream",76226,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
248,"ENSG00000142156.16","COL6A1","turquoise",6,0.857367370992831,0.244314877896316,FALSE,"chr21","+",45981770,45881770,46081770,"chr21_46061367_46062079_LTR8A",46061367,46062079,"+","LTR8A","ERV1","LTR_or_other",13.4,1,"E108",FALSE,TRUE,FALSE,"EnhA1;EnhA2",79597,"downstream",79597,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
249,"ENSG00000142156.16","COL6A1","turquoise",6,0.857367370992831,0.244314877896316,FALSE,"chr21","+",45981770,45881770,46081770,"chr21_46067843_46067956_ERV3-16A3_I-int",46067843,46067956,"-","ERV3-16A3_I-int","ERVL","internal",21.8,1,"E108",FALSE,TRUE,FALSE,"EnhA1",86073,"downstream",86073,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
250,"ENSG00000142156.16","COL6A1","turquoise",6,0.857367370992831,0.244314877896316,FALSE,"chr21","+",45981770,45881770,46081770,"chr21_46068020_46068104_ERV3-16A3_I-int",46068020,46068104,"-","ERV3-16A3_I-int","ERVL","internal",15.3,1,"E108",FALSE,TRUE,FALSE,"EnhA1",86250,"downstream",86250,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
251,"ENSG00000070010.19","UFD1","red",18,0.792970729568532,-0.243584337926498,FALSE,"chr22","-",19479202,19379202,19579202,"chr22_19456027_19456130_LTR16",19456027,19456130,"+","LTR16","ERVL","LTR_or_other",20.2,1,"E100",TRUE,FALSE,FALSE,"EnhG1",23072,"downstream",23072,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
252,"ENSG00000070010.19","UFD1","red",18,0.792970729568532,-0.243584337926498,FALSE,"chr22","-",19479202,19379202,19579202,"chr22_19455861_19455987_LTR16",19455861,19455987,"+","LTR16","ERVL","LTR_or_other",21.1,1,"E100",TRUE,FALSE,FALSE,"EnhG1",23215,"downstream",23215,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
253,"ENSG00000070010.19","UFD1","red",18,0.792970729568532,-0.243584337926498,FALSE,"chr22","-",19479202,19379202,19579202,"chr22_19442850_19442948_MLT1L",19442850,19442948,"-","MLT1L","ERVL-MaLR","LTR_or_other",31.2,1,"E108",FALSE,TRUE,FALSE,"EnhG1",36254,"downstream",36254,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
254,"ENSG00000070010.19","UFD1","red",18,0.792970729568532,-0.243584337926498,FALSE,"chr22","-",19479202,19379202,19579202,"chr22_19437125_19437521_MLT1B",19437125,19437521,"-","MLT1B","ERVL-MaLR","LTR_or_other",13.6,1,"E100",TRUE,FALSE,FALSE,"EnhA2",41681,"downstream",41681,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
255,"ENSG00000070010.19","UFD1","red",18,0.792970729568532,-0.243584337926498,FALSE,"chr22","-",19479202,19379202,19579202,"chr22_19425012_19425098_MLT1L",19425012,19425098,"-","MLT1L","ERVL-MaLR","LTR_or_other",23.3,1,"E108",FALSE,TRUE,FALSE,"EnhG1",54104,"downstream",54104,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
256,"ENSG00000070010.19","UFD1","red",18,0.792970729568532,-0.243584337926498,FALSE,"chr22","-",19479202,19379202,19579202,"chr22_19565773_19566192_LTR78B",19565773,19566192,"-","LTR78B","ERV1","LTR_or_other",26.6,1,"E108",FALSE,TRUE,FALSE,"EnhA2",86571,"upstream",-86571,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
257,"ENSG00000032444.17","PNPLA6","red",30,0.764242015524225,-0.242275878621317,FALSE,"chr19","+",7534010,7434010,7634010,"chr19_7494663_7494972_MER90a",7494663,7494972,"+","MER90a","ERV1","LTR_or_other",20.3,1,"E100",TRUE,FALSE,FALSE,"EnhA2",39038,"upstream",-39038,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
