"gene","module","gene_clean","symbol","is_GenAge","symbol_gtf","gene_type","chromosome","gene_start","gene_end","strand","TSS","gene_length"
"ENSG00000287287.1","brown","ENSG00000287287","ENSG00000287287",FALSE,"ENSG00000287287","lncRNA","chr9",35491133,35491969,"-",35491969,837
"ENSG00000137673.9","royalblue","ENSG00000137673","MMP7",FALSE,"MMP7","protein_coding","chr11",102520508,102530747,"-",102530747,10240
"ENSG00000267121.6","blue","ENSG00000267121","FMNL1-DT",FALSE,"FMNL1-DT","lncRNA","chr17",45190931,45221884,"-",45221884,30954
"ENSG00000163673.8","blue","ENSG00000163673","DCLK3",FALSE,"DCLK3","protein_coding","chr3",36712421,36764553,"-",36764553,52133
"ENSG00000196850.6","tan","ENSG00000196850","PPTC7",FALSE,"PPTC7","protein_coding","chr12",110533557,110583318,"-",110583318,49762
"ENSG00000162669.16","greenyellow","ENSG00000162669","HFM1",FALSE,"HFM1","protein_coding","chr1",91260766,91404856,"-",91404856,144091
"ENSG00000185958.10","blue","ENSG00000185958","FAM186A",FALSE,"FAM186A","protein_coding","chr12",50326230,50396622,"-",50396622,70393
"ENSG00000246174.9","grey","ENSG00000246174","KCTD21-AS1",FALSE,"KCTD21-AS1","lncRNA","chr11",78139771,78175323,"+",78139771,35553
"ENSG00000188313.13","pink","ENSG00000188313","PLSCR1",FALSE,"PLSCR1","protein_coding","chr3",146515180,146544856,"-",146544856,29677
"ENSG00000197410.14","turquoise","ENSG00000197410","DCHS2",FALSE,"DCHS2","protein_coding","chr4",154231742,154491799,"-",154491799,260058
"ENSG00000229251.3","magenta","ENSG00000229251","HNRNPA1P8",FALSE,"HNRNPA1P8","processed_pseudogene","chr7",84983556,84984506,"+",84983556,951
"ENSG00000231050.2","purple","ENSG00000231050","ENSG00000231050",FALSE,"ENSG00000231050","lncRNA","chr1",1891223,1892726,"+",1891223,1504
"ENSG00000067182.8","brown","ENSG00000067182","TNFRSF1A",FALSE,"TNFRSF1A","protein_coding","chr12",6328757,6342114,"-",6342114,13358
"ENSG00000100116.17","yellow","ENSG00000100116","GCAT",FALSE,"GCAT","protein_coding","chr22",37807905,37817176,"+",37807905,9272
"ENSG00000259797.1","turquoise","ENSG00000259797","ENSG00000259797",FALSE,"ENSG00000259797","lncRNA","chr16",68316801,68319036,"+",68316801,2236
"ENSG00000261996.1","grey","ENSG00000261996","ENSG00000261996",FALSE,"ENSG00000261996","lncRNA","chr17",6653477,6655009,"-",6655009,1533
"ENSG00000183878.16","grey","ENSG00000183878","UTY",FALSE,"UTY","protein_coding","chrY",13234577,13480673,"-",13480673,246097
"ENSG00000169085.13","grey","ENSG00000169085","VXN",FALSE,"VXN","protein_coding","chr8",66493520,66518524,"+",66493520,25005
"ENSG00000182463.16","turquoise","ENSG00000182463","TSHZ2",FALSE,"TSHZ2","protein_coding","chr20",52972358,53495330,"+",52972358,522973
"ENSG00000206567.10","black","ENSG00000206567","ENSG00000206567",FALSE,"ENSG00000206567","lncRNA","chr3",10005245,10011209,"-",10011209,5965
"ENSG00000263177.1","grey","ENSG00000263177","MTND1P8",FALSE,"MTND1P8","processed_pseudogene","chr16",3369957,3370906,"-",3370906,950
"ENSG00000224903.2","black","ENSG00000224903","RNF32-AS1",FALSE,"RNF32-AS1","lncRNA","chr7",156654185,156658862,"-",156658862,4678
"ENSG00000236700.7","grey","ENSG00000236700","LINC01010",FALSE,"LINC01010","lncRNA","chr6",134343307,134504581,"+",134343307,161275
"ENSG00000173198.6","darkgrey","ENSG00000173198","CYSLTR1",FALSE,"CYSLTR1","protein_coding","chrX",78271468,78327691,"-",78327691,56224
"ENSG00000105559.12","lightcyan","ENSG00000105559","PLEKHA4",FALSE,"PLEKHA4","protein_coding","chr19",48837097,48868617,"-",48868617,31521
"ENSG00000283646.2","black","ENSG00000283646","LINC02009",FALSE,"LINC02009","lncRNA","chr3",46416524,46423591,"-",46423591,7068
"ENSG00000120694.20","tan","ENSG00000120694","HSPH1",FALSE,"HSPH1","protein_coding","chr13",31134973,31162388,"-",31162388,27416
"ENSG00000164764.11","turquoise","ENSG00000164764","SBSPON",FALSE,"SBSPON","protein_coding","chr8",73064543,73124088,"-",73124088,59546
"ENSG00000223945.2","blue","ENSG00000223945","ENSG00000223945",FALSE,"ENSG00000223945","processed_pseudogene","chr1",150053864,150055034,"+",150053864,1171
"ENSG00000236819.2","grey","ENSG00000236819","LINC01563",FALSE,"LINC01563","lncRNA","chr17",21075362,21092351,"+",21075362,16990
"ENSG00000164683.18","grey","ENSG00000164683","HEY1",FALSE,"HEY1","protein_coding","chr8",79762371,79767857,"-",79767857,5487
"ENSG00000270903.1","midnightblue","ENSG00000270903","HNRNPA3P9",FALSE,"HNRNPA3P9","processed_pseudogene","chr11",32591793,32592771,"-",32592771,979
"ENSG00000253326.2","grey","ENSG00000253326","ENSG00000253326",FALSE,"ENSG00000253326","processed_pseudogene","chr1",243054861,243056306,"-",243056306,1446
"ENSG00000153162.9","grey","ENSG00000153162","BMP6",FALSE,"BMP6","protein_coding","chr6",7726099,7881516,"+",7726099,155418
"ENSG00000236200.7","blue","ENSG00000236200","KDM4A-AS1",FALSE,"KDM4A-AS1","lncRNA","chr1",43685123,43708138,"-",43708138,23016
"ENSG00000049130.16","turquoise","ENSG00000049130","KITLG",FALSE,"KITLG","protein_coding","chr12",88492793,88580851,"-",88580851,88059
"ENSG00000253908.1","midnightblue","ENSG00000253908","ENSG00000253908",FALSE,"ENSG00000253908","processed_pseudogene","chr5",180257680,180258366,"+",180257680,687
"ENSG00000196917.6","green","ENSG00000196917","HCAR1",FALSE,"HCAR1","protein_coding","chr12",122726076,122730844,"-",122730844,4769
"ENSG00000139132.16","grey","ENSG00000139132","FGD4",FALSE,"FGD4","protein_coding","chr12",32399558,32646050,"+",32399558,246493
"ENSG00000225793.4","blue","ENSG00000225793","TMEM30A-DT",FALSE,"TMEM30A-DT","lncRNA","chr6",75284992,75317525,"+",75284992,32534
"ENSG00000110002.16","turquoise","ENSG00000110002","VWA5A",FALSE,"VWA5A","protein_coding","chr11",124115404,124147721,"+",124115404,32318
"ENSG00000052795.13","grey","ENSG00000052795","FNIP2",FALSE,"FNIP2","protein_coding","chr4",158769026,158908050,"+",158769026,139025
"ENSG00000215808.4","turquoise","ENSG00000215808","LINC01139",FALSE,"LINC01139","lncRNA","chr1",238476542,238486060,"-",238486060,9519
"ENSG00000003402.21","brown","ENSG00000003402","CFLAR",FALSE,"CFLAR","protein_coding","chr2",201116154,201176687,"+",201116154,60534
"ENSG00000171561.4","salmon","ENSG00000171561","OR2AT4",FALSE,"OR2AT4","protein_coding","chr11",75081753,75096876,"-",75096876,15124
"ENSG00000196604.13","yellow","ENSG00000196604","POTEF",FALSE,"POTEF","protein_coding","chr2",130073535,130129222,"-",130129222,55688
"ENSG00000261379.1","blue","ENSG00000261379","ENSG00000261379",FALSE,"ENSG00000261379","lncRNA","chr2",226804036,226805061,"+",226804036,1026
"ENSG00000242193.11","blue","ENSG00000242193","CRYZL2P",FALSE,"CRYZL2P","transcribed_unitary_pseudogene","chr1",178006136,178037950,"-",178037950,31815
"ENSG00000121858.11","turquoise","ENSG00000121858","TNFSF10",FALSE,"TNFSF10","protein_coding","chr3",172505508,172523475,"-",172523475,17968
"ENSG00000132199.20","greenyellow","ENSG00000132199","ENOSF1",FALSE,"ENOSF1","protein_coding","chr18",670318,712662,"-",712662,42345
"ENSG00000073605.19","blue","ENSG00000073605","GSDMB",FALSE,"GSDMB","protein_coding","chr17",39904595,39918635,"-",39918635,14041
"ENSG00000116254.18","green","ENSG00000116254","CHD5",FALSE,"CHD5","protein_coding","chr1",6101787,6180321,"-",6180321,78535
"ENSG00000156475.19","turquoise","ENSG00000156475","PPP2R2B",FALSE,"PPP2R2B","protein_coding","chr5",146580742,147084784,"-",147084784,504043
"ENSG00000237433.1","darkred","ENSG00000237433","RPSAP11",FALSE,"RPSAP11","processed_pseudogene","chr3",32190747,32191627,"+",32190747,881
"ENSG00000109072.14","blue","ENSG00000109072","VTN",FALSE,"VTN","protein_coding","chr17",28367284,28373091,"-",28373091,5808
"ENSG00000228035.1","green","ENSG00000228035","NGF-AS1",FALSE,"NGF-AS1","lncRNA","chr1",115283034,115368072,"+",115283034,85039
"ENSG00000122591.13","grey","ENSG00000122591","FAM126A",FALSE,"FAM126A","protein_coding","chr7",22889371,23014130,"-",23014130,124760
"ENSG00000181773.7","pink","ENSG00000181773","GPR3",FALSE,"GPR3","protein_coding","chr1",27392622,27395814,"+",27392622,3193
"ENSG00000185215.11","lightcyan","ENSG00000185215","TNFAIP2",FALSE,"TNFAIP2","protein_coding","chr14",103121476,103137439,"+",103121476,15964
"ENSG00000204603.7","grey","ENSG00000204603","LINC01257",FALSE,"LINC01257","lncRNA","chr12",131165011,131232940,"+",131165011,67930
"ENSG00000278709.2","yellow","ENSG00000278709","NKILA",FALSE,"NKILA","lncRNA","chr20",57710156,57712780,"+",57710156,2625
"ENSG00000268896.1","greenyellow","ENSG00000268896","ENSG00000268896",FALSE,"ENSG00000268896","lncRNA","chr2",219547211,219547505,"-",219547505,295
"ENSG00000172572.7","grey","ENSG00000172572","PDE3A",FALSE,"PDE3A","protein_coding","chr12",20368537,20688583,"+",20368537,320047
"ENSG00000106133.18","grey","ENSG00000106133","NSUN5P2",FALSE,"NSUN5P2","transcribed_unprocessed_pseudogene","chr7",72948300,72954790,"-",72954790,6491
"ENSG00000161921.17","turquoise","ENSG00000161921","CXCL16",FALSE,"CXCL16","protein_coding","chr17",4733609,4739832,"-",4739832,6224
"ENSG00000100312.11","grey","ENSG00000100312","ACR",FALSE,"ACR","protein_coding","chr22",50738204,50745339,"+",50738204,7136
"ENSG00000197245.6","pink","ENSG00000197245","FAM110D",FALSE,"FAM110D","protein_coding","chr1",26159079,26163962,"+",26159079,4884
"ENSG00000123405.14","red","ENSG00000123405","NFE2",FALSE,"NFE2","protein_coding","chr12",54292111,54301015,"-",54301015,8905
"ENSG00000180176.15","grey","ENSG00000180176","TH",FALSE,"TH","protein_coding","chr11",2163929,2171815,"-",2171815,7887
"ENSG00000230303.6","blue","ENSG00000230303","ENSG00000230303",FALSE,"ENSG00000230303","lncRNA","chr9",85783668,85805154,"-",85805154,21487
"ENSG00000183615.6","salmon","ENSG00000183615","FAM167B",FALSE,"FAM167B","protein_coding","chr1",32247222,32248856,"+",32247222,1635
"ENSG00000164023.15","lightcyan","ENSG00000164023","SGMS2",FALSE,"SGMS2","protein_coding","chr4",107824563,107915047,"+",107824563,90485
"ENSG00000198331.11","tan","ENSG00000198331","HYLS1",FALSE,"HYLS1","protein_coding","chr11",125883614,125900646,"+",125883614,17033
"ENSG00000119669.5","lightcyan","ENSG00000119669","IRF2BPL",FALSE,"IRF2BPL","protein_coding","chr14",77024543,77028085,"-",77028085,3543
"ENSG00000004939.16","midnightblue","ENSG00000004939","SLC4A1",FALSE,"SLC4A1","protein_coding","chr17",44248390,44268135,"-",44268135,19746
"ENSG00000023228.14","yellow","ENSG00000023228","NDUFS1",FALSE,"NDUFS1","protein_coding","chr2",206114817,206159509,"-",206159509,44693
"ENSG00000181800.6","greenyellow","ENSG00000181800","CELF2-AS1",FALSE,"CELF2-AS1","lncRNA","chr10",11316833,11319884,"-",11319884,3052
"ENSG00000235651.1","grey","ENSG00000235651","G3BP1P1",FALSE,"G3BP1P1","processed_pseudogene","chr2",135510546,135511943,"-",135511943,1398
"ENSG00000152430.18","yellow","ENSG00000152430","BOLL",FALSE,"BOLL","protein_coding","chr2",197726879,197786762,"-",197786762,59884
"ENSG00000142227.11","turquoise","ENSG00000142227","EMP3",FALSE,"EMP3","protein_coding","chr19",48321509,48330553,"+",48321509,9045
"ENSG00000258137.6","green","ENSG00000258137","ENSG00000258137",FALSE,"ENSG00000258137","lncRNA","chr12",54353661,54497688,"+",54353661,144028
"ENSG00000064651.14","grey","ENSG00000064651","SLC12A2",FALSE,"SLC12A2","protein_coding","chr5",128083766,128189677,"+",128083766,105912
"ENSG00000143858.12","grey","ENSG00000143858","SYT2",FALSE,"SYT2","protein_coding","chr1",202592707,202710454,"-",202710454,117748
"ENSG00000233987.2","blue","ENSG00000233987","ENSG00000233987",FALSE,"ENSG00000233987","lncRNA","chr3",194702667,194727675,"+",194702667,25009
"ENSG00000225493.1","grey","ENSG00000225493","LINC01107",FALSE,"LINC01107","lncRNA","chr2",238510690,238555054,"-",238555054,44365
"ENSG00000114529.13","violet","ENSG00000114529","C3orf52",FALSE,"C3orf52","protein_coding","chr3",112086335,112131004,"+",112086335,44670
"ENSG00000286874.1","grey","ENSG00000286874","ENSG00000286874",FALSE,"ENSG00000286874","lncRNA","chr7",4642248,4642570,"+",4642248,323
"ENSG00000270938.1","blue","ENSG00000270938","RAP2CP1",FALSE,"RAP2CP1","transcribed_processed_pseudogene","chr14",103279223,103279955,"+",103279223,733
"ENSG00000232926.1","blue","ENSG00000232926","ENSG00000232926",FALSE,"ENSG00000232926","processed_pseudogene","chr22",19887289,19887970,"+",19887289,682
"ENSG00000105695.15","darkgreen","ENSG00000105695","MAG",FALSE,"MAG","protein_coding","chr19",35292125,35313807,"+",35292125,21683
"ENSG00000009413.16","brown","ENSG00000009413","REV3L",FALSE,"REV3L","protein_coding","chr6",111299028,111483229,"-",111483229,184202
"ENSG00000287599.1","blue","ENSG00000287599","ENSG00000287599",FALSE,"ENSG00000287599","lncRNA","chr13",48531800,48556358,"+",48531800,24559
"ENSG00000287146.1","yellow","ENSG00000287146","ENSG00000287146",FALSE,"ENSG00000287146","lncRNA","chr22",19291969,19328901,"+",19291969,36933
"ENSG00000273113.1","grey","ENSG00000273113","ENSG00000273113",FALSE,"ENSG00000273113","lncRNA","chr2",241581922,241582726,"+",241581922,805
"ENSG00000137868.19","darkgreen","ENSG00000137868","STRA6",FALSE,"STRA6","protein_coding","chr15",74179466,74212145,"-",74212145,32680
"ENSG00000049759.20","grey","ENSG00000049759","NEDD4L",FALSE,"NEDD4L","protein_coding","chr18",58044226,58401540,"+",58044226,357315
"ENSG00000085465.13","greenyellow","ENSG00000085465","OVGP1",FALSE,"OVGP1","protein_coding","chr1",111414319,111427735,"-",111427735,13417
"ENSG00000188000.6","grey","ENSG00000188000","OR7D2",FALSE,"OR7D2","protein_coding","chr19",9178979,9188818,"+",9178979,9840
"ENSG00000148655.15","darkgrey","ENSG00000148655","LRMDA",FALSE,"LRMDA","protein_coding","chr10",75431624,76560168,"+",75431624,1128545
"ENSG00000187944.5","grey","ENSG00000187944","C2orf66",FALSE,"C2orf66","protein_coding","chr2",196804417,196809355,"-",196809355,4939
"ENSG00000260852.1","red","ENSG00000260852","FBXL19-AS1",FALSE,"FBXL19-AS1","lncRNA","chr16",30919319,30923269,"-",30923269,3951
"ENSG00000167207.14","brown","ENSG00000167207","NOD2",FALSE,"NOD2","protein_coding","chr16",50693588,50734041,"+",50693588,40454
"ENSG00000260880.5","blue","ENSG00000260880","HCCAT5",FALSE,"HCCAT5","lncRNA","chr16",73092349,73099337,"+",73092349,6989
"ENSG00000280287.1","pink","ENSG00000280287","ENSG00000280287",FALSE,"ENSG00000280287","TEC","chr12",132550729,132554947,"+",132550729,4219
"ENSG00000263004.3","yellow","ENSG00000263004","AKAP1-DT",FALSE,"AKAP1-DT","lncRNA","chr17",57071814,57085041,"-",57085041,13228
"ENSG00000008516.18","black","ENSG00000008516","MMP25",FALSE,"MMP25","protein_coding","chr16",3046062,3060726,"+",3046062,14665
"ENSG00000253474.2","grey","ENSG00000253474","ENSG00000253474",FALSE,"ENSG00000253474","lncRNA","chr8",49086301,49229174,"+",49086301,142874
"ENSG00000177993.3","grey","ENSG00000177993","ZNRF3-AS1",FALSE,"ZNRF3-AS1","lncRNA","chr22",29024999,29031476,"-",29031476,6478
"ENSG00000135144.8","turquoise","ENSG00000135144","DTX1",FALSE,"DTX1","protein_coding","chr12",113056730,113098028,"+",113056730,41299
"ENSG00000232573.1","magenta","ENSG00000232573","RPL3P4",FALSE,"RPL3P4","processed_pseudogene","chr14",98972879,98973301,"-",98973301,423
"ENSG00000270060.1","turquoise","ENSG00000270060","ENSG00000270060",FALSE,"ENSG00000270060","lncRNA","chr11",47168281,47169563,"-",47169563,1283
"ENSG00000137055.15","brown","ENSG00000137055","PLAA",FALSE,"PLAA","protein_coding","chr9",26903372,26947242,"-",26947242,43871
"ENSG00000066813.14","grey","ENSG00000066813","ACSM2B",FALSE,"ACSM2B","protein_coding","chr16",20536226,20576427,"-",20576427,40202
"ENSG00000251402.3","grey","ENSG00000251402","FAM90A25P",FALSE,"FAM90A25P","unprocessed_pseudogene","chr8",12415080,12418090,"-",12418090,3011
"ENSG00000232333.1","grey","ENSG00000232333","RPS27AP2",FALSE,"RPS27AP2","processed_pseudogene","chr20",17516843,17517307,"+",17516843,465
"ENSG00000214717.12","brown","ENSG00000214717","ZBED1",FALSE,"ZBED1","protein_coding","chrX",2486414,2490772,"-",2490772,4359
"ENSG00000130876.11","green","ENSG00000130876","SLC7A10",FALSE,"SLC7A10","protein_coding","chr19",33208865,33225850,"-",33225850,16986
"ENSG00000101353.15","blue","ENSG00000101353","MROH8",FALSE,"MROH8","protein_coding","chr20",37101226,37179588,"-",37179588,78363
"ENSG00000074660.17","blue","ENSG00000074660","SCARF1",FALSE,"SCARF1","protein_coding","chr17",1633858,1645744,"-",1645744,11887
"ENSG00000111405.9","pink","ENSG00000111405","ENDOU",FALSE,"ENDOU","protein_coding","chr12",47709734,47725567,"-",47725567,15834
"ENSG00000223476.1","grey","ENSG00000223476","VN1R42P",FALSE,"VN1R42P","processed_pseudogene","chr7",64933273,64933616,"+",64933273,344
"ENSG00000173320.12","blue","ENSG00000173320","STOX2",FALSE,"STOX2","protein_coding","chr4",183797692,184023526,"+",183797692,225835
"ENSG00000172935.9","turquoise","ENSG00000172935","MRGPRF",FALSE,"MRGPRF","protein_coding","chr11",69004648,69013382,"-",69013382,8735
"ENSG00000234753.6","grey","ENSG00000234753","FOXP4-AS1",FALSE,"FOXP4-AS1","lncRNA","chr6",41452889,41548621,"-",41548621,95733
"ENSG00000213683.4","magenta","ENSG00000213683","ENSG00000213683",FALSE,"ENSG00000213683","processed_pseudogene","chr22",50754675,50755434,"-",50755434,760
"ENSG00000279283.1","midnightblue","ENSG00000279283","ENSG00000279283",FALSE,"ENSG00000279283","TEC","chr12",131896500,131898239,"+",131896500,1740
"ENSG00000232369.1","grey","ENSG00000232369","PPIAP35",FALSE,"PPIAP35","processed_pseudogene","chr1",44988234,44988704,"-",44988704,471
"ENSG00000212126.3","grey","ENSG00000212126","TAS2R50",FALSE,"TAS2R50","protein_coding","chr12",10985913,10986912,"-",10986912,1000
"ENSG00000229901.1","turquoise","ENSG00000229901","FOXO6-AS1",FALSE,"FOXO6-AS1","lncRNA","chr1",41375004,41375669,"-",41375669,666
"ENSG00000158457.6","yellow","ENSG00000158457","TSPAN33",FALSE,"TSPAN33","protein_coding","chr7",129144707,129169699,"+",129144707,24993
"ENSG00000248647.2","grey","ENSG00000248647","ENSG00000248647",FALSE,"ENSG00000248647","lncRNA","chr5",149163955,149177079,"-",149177079,13125
"ENSG00000113361.13","turquoise","ENSG00000113361","CDH6",FALSE,"CDH6","protein_coding","chr5",31193686,31329146,"+",31193686,135461
"ENSG00000196262.15","black","ENSG00000196262","PPIA",FALSE,"PPIA","protein_coding","chr7",44796680,44824564,"+",44796680,27885
"ENSG00000264589.5","blue","ENSG00000264589","MAPT-AS1",FALSE,"MAPT-AS1","lncRNA","chr17",45799390,45895680,"-",45895680,96291
"ENSG00000227518.5","grey","ENSG00000227518","MIR1302-9HG",FALSE,"MIR1302-9HG","lncRNA","chr9",27657,30891,"+",27657,3235
"ENSG00000231652.2","steelblue","ENSG00000231652","ENSG00000231652",FALSE,"ENSG00000231652","lncRNA","chr6",73693903,73695575,"-",73695575,1673
"ENSG00000168701.19","brown","ENSG00000168701","TMEM208",FALSE,"TMEM208","protein_coding","chr16",67227120,67229278,"+",67227120,2159
"ENSG00000180481.11","yellow","ENSG00000180481","GLIPR1L2",FALSE,"GLIPR1L2","protein_coding","chr12",75391089,75432688,"+",75391089,41600
"ENSG00000261244.1","grey","ENSG00000261244","ENSG00000261244",FALSE,"ENSG00000261244","lncRNA","chr15",77916586,77922019,"+",77916586,5434
"ENSG00000166821.9","grey60","ENSG00000166821","PEX11A",FALSE,"PEX11A","protein_coding","chr15",89677764,89690783,"-",89690783,13020
"ENSG00000164294.14","turquoise","ENSG00000164294","GPX8",FALSE,"GPX8","protein_coding","chr5",55160167,55167297,"+",55160167,7131
"ENSG00000280434.1","greenyellow","ENSG00000280434","ENSG00000280434",FALSE,"ENSG00000280434","lncRNA","chr22",44139365,44153626,"+",44139365,14262
