"erv_fragment_id","chromosome","repeat_start","repeat_end","repeat_length","erv_strand","repName","repFamily","repeat_part","percent_divergence","epigenome_support_n","supporting_epigenomes","supported_in_E100","supported_in_E108","enhancer_states","enhancer_overlap_pair_n","consensus_support"
"chr1_96560773_96561248_MER21C","chr1",96560773,96561248,476,"+","MER21C","ERVL","LTR_or_other",25,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr1_96733056_96733329_MLT1D","chr1",96733056,96733329,274,"-","MLT1D","ERVL-MaLR","LTR_or_other",20.9,1,"E100",TRUE,FALSE,"EnhG1",1,FALSE
"chr1_96865909_96866246_MLT1B","chr1",96865909,96866246,338,"-","MLT1B","ERVL-MaLR","LTR_or_other",16.3,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr1_97904358_97904849_MER34B","chr1",97904358,97904849,492,"+","MER34B","ERV1","LTR_or_other",14.3,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr1_9946678_9947000_MLT1B","chr1",9946678,9947000,323,"+","MLT1B","ERVL-MaLR","LTR_or_other",22.1,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr1_99535385_99536007_MER41B","chr1",99535385,99536007,623,"-","MER41B","ERV1","LTR_or_other",13.2,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr1_99643432_99643622_LTR16B2","chr1",99643432,99643622,191,"+","LTR16B2","ERVL","LTR_or_other",21.8,2,"E100;E108",TRUE,TRUE,"EnhA2",2,TRUE
"chr1_99643859_99644016_LTR16B","chr1",99643859,99644016,158,"-","LTR16B","ERVL","LTR_or_other",27.9,2,"E100;E108",TRUE,TRUE,"EnhA2",2,TRUE
"chr1_99676296_99676329_MLT1C","chr1",99676296,99676329,34,"-","MLT1C","ERVL-MaLR","LTR_or_other",11.8,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr1_99677354_99677790_MLT1J","chr1",99677354,99677790,437,"-","MLT1J","ERVL-MaLR","LTR_or_other",31.4,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhG1;EnhG2",4,TRUE
"chr1_99808373_99808580_MLT1F2","chr1",99808373,99808580,208,"-","MLT1F2","ERVL-MaLR","LTR_or_other",22.9,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr1_99816737_99816842_LTR78B","chr1",99816737,99816842,106,"-","LTR78B","ERV1","LTR_or_other",24.5,1,"E100",TRUE,FALSE,"EnhA1",1,FALSE
"chr1_99835834_99836768_LTR5_Hs","chr1",99835834,99836768,935,"-","LTR5_Hs","ERVK","LTR_or_other",13,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",6,TRUE
"chr1_99840360_99840713_THE1B","chr1",99840360,99840713,354,"+","THE1B","ERVL-MaLR","LTR_or_other",9.8,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr1_99843900_99843996_LTR79","chr1",99843900,99843996,97,"+","LTR79","ERVL","LTR_or_other",23.4,2,"E100;E108",TRUE,TRUE,"EnhA2",2,TRUE
"chr1_99844156_99844540_MLT1J","chr1",99844156,99844540,385,"+","MLT1J","ERVL-MaLR","LTR_or_other",29.6,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",3,TRUE
"chr1_99844842_99844957_MLT1J","chr1",99844842,99844957,116,"+","MLT1J","ERVL-MaLR","LTR_or_other",29.6,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr1_99862504_99862877_MSTA","chr1",99862504,99862877,374,"-","MSTA","ERVL-MaLR","LTR_or_other",11.6,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr10_100175141_100175647_MER68","chr10",100175141,100175647,507,"+","MER68","ERVL","LTR_or_other",18.1,2,"E100;E108",TRUE,TRUE,"EnhG1",2,TRUE
"chr10_100930200_100930603_MLT1J","chr10",100930200,100930603,404,"-","MLT1J","ERVL-MaLR","LTR_or_other",28.2,2,"E100;E108",TRUE,TRUE,"EnhG1",2,TRUE
"chr10_101033533_101034560_LTR5A","chr10",101033533,101034560,1028,"-","LTR5A","ERVK","LTR_or_other",7.4,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr10_101243890_101244007_MLT1M","chr10",101243890,101244007,118,"-","MLT1M","ERVL-MaLR","LTR_or_other",28.8,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr10_101244391_101244601_MLT1M","chr10",101244391,101244601,211,"-","MLT1M","ERVL-MaLR","LTR_or_other",24.2,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr10_102287194_102287231_MLT1F","chr10",102287194,102287231,38,"-","MLT1F","ERVL-MaLR","LTR_or_other",5.4,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr10_102287251_102287329_MLT1F","chr10",102287251,102287329,79,"-","MLT1F","ERVL-MaLR","LTR_or_other",20,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr10_102287488_102287885_MLT1F","chr10",102287488,102287885,398,"-","MLT1F","ERVL-MaLR","LTR_or_other",20,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr10_1024012_1024099_MER67B","chr10",1024012,1024099,88,"-","MER67B","ERV1","LTR_or_other",22.7,1,"E100",TRUE,FALSE,"EnhA1;EnhA2",2,FALSE
"chr10_1024070_1024410_MER31A","chr10",1024070,1024410,341,"-","MER31A","ERV1","LTR_or_other",18.3,1,"E100",TRUE,FALSE,"EnhA1",1,FALSE
"chr10_102453281_102453406_PrimLTR79","chr10",102453281,102453406,126,"-","PrimLTR79","ERV1","LTR_or_other",15.4,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr10_102758571_102759531_LTR13A","chr10",102758571,102759531,961,"-","LTR13A","ERVK","LTR_or_other",4.6,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr10_102804536_102804924_MLT1I","chr10",102804536,102804924,389,"-","MLT1I","ERVL-MaLR","LTR_or_other",29.1,1,"E108",FALSE,TRUE,"EnhA1;EnhA2",2,FALSE
"chr10_103102120_103102508_MLT1H","chr10",103102120,103102508,389,"+","MLT1H","ERVL-MaLR","LTR_or_other",27.8,1,"E108",FALSE,TRUE,"EnhA2;EnhG1",2,FALSE
"chr10_103122595_103122640_MER34","chr10",103122595,103122640,46,"+","MER34","ERV1","LTR_or_other",15.6,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr10_103122675_103123085_MER39","chr10",103122675,103123085,411,"+","MER39","ERV1","LTR_or_other",23.6,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr10_103131342_103131564_MLT1A0","chr10",103131342,103131564,223,"+","MLT1A0","ERVL-MaLR","LTR_or_other",19.5,1,"E108",FALSE,TRUE,"EnhG1",1,FALSE
"chr10_103132991_103133273_THE1B","chr10",103132991,103133273,283,"+","THE1B","ERVL-MaLR","LTR_or_other",13.3,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",3,TRUE
"chr10_103133561_103133633_THE1B","chr10",103133561,103133633,73,"+","THE1B","ERVL-MaLR","LTR_or_other",13.3,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr10_103133634_103135208_THE1B-int","chr10",103133634,103135208,1575,"+","THE1B-int","ERVL-MaLR","internal",9.3,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr10_103135209_103135492_THE1B","chr10",103135209,103135492,284,"+","THE1B","ERVL-MaLR","LTR_or_other",12.8,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr10_1036496_1036911_MER70C","chr10",1036496,1036911,416,"+","MER70C","ERVL","LTR_or_other",24.4,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr10_103744870_103744991_MLT1K","chr10",103744870,103744991,122,"+","MLT1K","ERVL-MaLR","LTR_or_other",24.6,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr10_103745019_103745388_MLT1K","chr10",103745019,103745388,370,"+","MLT1K","ERVL-MaLR","LTR_or_other",24.7,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr10_103759929_103760256_LTR40a","chr10",103759929,103760256,328,"+","LTR40a","ERVL","LTR_or_other",25.2,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",3,TRUE
"chr10_103763638_103764076_LTR16A1","chr10",103763638,103764076,439,"+","LTR16A1","ERVL","LTR_or_other",21.5,2,"E100;E108",TRUE,TRUE,"EnhA1",2,TRUE
"chr10_103776483_103776936_MLT1C","chr10",103776483,103776936,454,"-","MLT1C","ERVL-MaLR","LTR_or_other",15.7,1,"E108",FALSE,TRUE,"EnhA1;EnhA2",2,FALSE
"chr10_103800207_103800672_MLT1O","chr10",103800207,103800672,466,"+","MLT1O","ERVL-MaLR","LTR_or_other",29.9,1,"E108",FALSE,TRUE,"EnhG1",1,FALSE
"chr10_103843290_103843397_LTR16C","chr10",103843290,103843397,108,"+","LTR16C","ERVL","LTR_or_other",27.6,2,"E100;E108",TRUE,TRUE,"EnhA1",2,TRUE
"chr10_103844866_103845041_MER41A","chr10",103844866,103845041,176,"+","MER41A","ERV1","LTR_or_other",7.2,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr10_103845359_103845768_MER41A","chr10",103845359,103845768,410,"+","MER41A","ERV1","LTR_or_other",7.2,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr10_103878779_103879189_LTR16C","chr10",103878779,103879189,411,"-","LTR16C","ERVL","LTR_or_other",27.8,1,"E108",FALSE,TRUE,"EnhG1",1,FALSE
"chr10_103879936_103880520_LTR27B","chr10",103879936,103880520,585,"-","LTR27B","ERV1","LTR_or_other",11.3,1,"E108",FALSE,TRUE,"EnhG1",1,FALSE
"chr10_103914807_103915534_MER21C","chr10",103914807,103915534,728,"-","MER21C","ERVL","LTR_or_other",25.5,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr10_104253809_104254461_MER4CL34","chr10",104253809,104254461,653,"-","MER4CL34","ERV1","LTR_or_other",16.9,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr10_104304969_104305454_MER31A","chr10",104304969,104305454,486,"-","MER31A","ERV1","LTR_or_other",15.2,1,"E100",TRUE,FALSE,"EnhA1",1,FALSE
"chr10_104326631_104327056_MLT1D","chr10",104326631,104327056,426,"+","MLT1D","ERVL-MaLR","LTR_or_other",23.9,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr10_104349296_104349615_MLT1B","chr10",104349296,104349615,320,"-","MLT1B","ERVL-MaLR","LTR_or_other",17.6,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr10_10805654_10805758_MER67A","chr10",10805654,10805758,105,"-","MER67A","ERV1","LTR_or_other",15.7,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr10_10805765_10806117_MER31-int","chr10",10805765,10806117,353,"-","MER31-int","ERV1","internal",21.6,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr10_109896792_109896999_MLT1D","chr10",109896792,109896999,208,"+","MLT1D","ERVL-MaLR","LTR_or_other",12.5,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr10_109899149_109899309_MLT1J2","chr10",109899149,109899309,161,"+","MLT1J2","ERVL-MaLR","LTR_or_other",28.8,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr10_109899378_109899559_MLT1J2","chr10",109899378,109899559,182,"+","MLT1J2","ERVL-MaLR","LTR_or_other",31.4,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr10_110396348_110396806_MLT1C","chr10",110396348,110396806,459,"+","MLT1C","ERVL-MaLR","LTR_or_other",16.9,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr10_110459697_110459972_MLT1C","chr10",110459697,110459972,276,"+","MLT1C","ERVL-MaLR","LTR_or_other",19.9,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr10_110632450_110632829_MLT1E2","chr10",110632450,110632829,380,"+","MLT1E2","ERVL-MaLR","LTR_or_other",24.2,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr10_110632830_110633209_ERV3-16A3_I-int","chr10",110632830,110633209,380,"-","ERV3-16A3_I-int","ERVL","internal",31.4,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr10_110636227_110636287_ERVL-E-int","chr10",110636227,110636287,61,"-","ERVL-E-int","ERVL","internal",23.3,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr10_110700431_110700702_MLT1L","chr10",110700431,110700702,272,"-","MLT1L","ERVL-MaLR","LTR_or_other",31.4,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",3,TRUE
"chr10_110717665_110718233_MLT1K","chr10",110717665,110718233,569,"+","MLT1K","ERVL-MaLR","LTR_or_other",27.9,1,"E100",TRUE,FALSE,"EnhA1",2,FALSE
"chr10_110726633_110726821_MER77B","chr10",110726633,110726821,189,"-","MER77B","ERVL","LTR_or_other",21.7,2,"E100;E108",TRUE,TRUE,"EnhA1",2,TRUE
"chr10_110728208_110728461_MER77","chr10",110728208,110728461,254,"-","MER77","ERVL","LTR_or_other",20.3,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr10_110785353_110785416_MLT1K","chr10",110785353,110785416,64,"+","MLT1K","ERVL-MaLR","LTR_or_other",21.9,2,"E100;E108",TRUE,TRUE,"EnhA2;EnhG1",2,TRUE
"chr10_110837888_110838299_LTR54","chr10",110837888,110838299,412,"+","LTR54","ERV1","LTR_or_other",9.6,1,"E108",FALSE,TRUE,"EnhA1;EnhA2",2,FALSE
"chr10_110863894_110864380_LTR32","chr10",110863894,110864380,487,"-","LTR32","ERVL","LTR_or_other",14.7,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr10_111297381_111298231_MLT1G-int","chr10",111297381,111298231,851,"+","MLT1G-int","ERVL-MaLR","internal",26.8,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr10_111298239_111298795_MLT1G","chr10",111298239,111298795,557,"+","MLT1G","ERVL-MaLR","LTR_or_other",24.9,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr10_112132359_112132576_MLT1C","chr10",112132359,112132576,218,"-","MLT1C","ERVL-MaLR","LTR_or_other",20.2,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr10_112132577_112133005_MSTB","chr10",112132577,112133005,429,"+","MSTB","ERVL-MaLR","LTR_or_other",17,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr10_113493008_113493418_MLT1J2","chr10",113493008,113493418,411,"+","MLT1J2","ERVL-MaLR","LTR_or_other",29.2,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr10_113497616_113498050_MER31B","chr10",113497616,113498050,435,"+","MER31B","ERV1","LTR_or_other",20.2,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr10_113578903_113578974_MLT1I","chr10",113578903,113578974,72,"-","MLT1I","ERVL-MaLR","LTR_or_other",19,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr10_113653689_113653880_MLT1D","chr10",113653689,113653880,192,"-","MLT1D","ERVL-MaLR","LTR_or_other",18.9,2,"E100;E108",TRUE,TRUE,"EnhA2;EnhG2",2,TRUE
"chr10_113653880_113653936_MLT1D","chr10",113653880,113653936,57,"-","MLT1D","ERVL-MaLR","LTR_or_other",18.9,2,"E100;E108",TRUE,TRUE,"EnhA2;EnhG2",2,TRUE
"chr10_113655916_113656541_MER4B","chr10",113655916,113656541,626,"+","MER4B","ERV1","LTR_or_other",9.2,1,"E108",FALSE,TRUE,"EnhG1",1,FALSE
"chr10_113666206_113666495_LTR16E2","chr10",113666206,113666495,290,"-","LTR16E2","ERVL","LTR_or_other",27.2,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",3,TRUE
"chr10_113844420_113844623_MER77","chr10",113844420,113844623,204,"+","MER77","ERVL","LTR_or_other",24.2,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr10_114271398_114271556_MLT1J2","chr10",114271398,114271556,159,"+","MLT1J2","ERVL-MaLR","LTR_or_other",22.9,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr10_114478393_114478754_THE1D","chr10",114478393,114478754,362,"+","THE1D","ERVL-MaLR","LTR_or_other",12.1,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr10_114540896_114541344_MLT1D","chr10",114540896,114541344,449,"+","MLT1D","ERVL-MaLR","LTR_or_other",27.3,2,"E100;E108",TRUE,TRUE,"EnhA2",2,TRUE
"chr10_114551373_114551725_MER51A","chr10",114551373,114551725,353,"-","MER51A","ERV1","LTR_or_other",19.6,1,"E100",TRUE,FALSE,"EnhA1",1,FALSE
"chr10_114612101_114612484_MSTD","chr10",114612101,114612484,384,"+","MSTD","ERVL-MaLR","LTR_or_other",20.4,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",3,TRUE
"chr10_114711513_114712011_LTR33","chr10",114711513,114712011,499,"-","LTR33","ERVL","LTR_or_other",22.7,2,"E100;E108",TRUE,TRUE,"EnhA2",2,TRUE
"chr10_114780295_114780730_LTR54","chr10",114780295,114780730,436,"-","LTR54","ERV1","LTR_or_other",14.4,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr10_114942984_114943251_MER68B","chr10",114942984,114943251,268,"+","MER68B","ERVL","LTR_or_other",16.9,2,"E100;E108",TRUE,TRUE,"EnhG1",2,TRUE
"chr10_114943554_114943810_MER68B","chr10",114943554,114943810,257,"+","MER68B","ERVL","LTR_or_other",16.9,1,"E108",FALSE,TRUE,"EnhG1",1,FALSE
"chr10_114953635_114954011_MSTB","chr10",114953635,114954011,377,"-","MSTB","ERVL-MaLR","LTR_or_other",15.5,1,"E100",TRUE,FALSE,"EnhG1",1,FALSE
"chr10_118675332_118675722_MLT1L","chr10",118675332,118675722,391,"+","MLT1L","ERVL-MaLR","LTR_or_other",26.6,1,"E108",FALSE,TRUE,"EnhG1",1,FALSE
"chr10_118742787_118743073_ERVL-E-int","chr10",118742787,118743073,287,"+","ERVL-E-int","ERVL","internal",35.9,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr10_118748167_118748554_LTR40c","chr10",118748167,118748554,388,"+","LTR40c","ERVL","LTR_or_other",24.7,1,"E108",FALSE,TRUE,"EnhG1",1,FALSE
"chr10_118792558_118792945_MER89","chr10",118792558,118792945,388,"+","MER89","ERV1","LTR_or_other",17.3,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr10_118793616_118793802_MLT1H2","chr10",118793616,118793802,187,"+","MLT1H2","ERVL-MaLR","LTR_or_other",23,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr10_118793958_118794036_MLT1H2","chr10",118793958,118794036,79,"+","MLT1H2","ERVL-MaLR","LTR_or_other",21.3,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr10_118958624_118958689_MSTA","chr10",118958624,118958689,66,"+","MSTA","ERVL-MaLR","LTR_or_other",17.7,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr10_118966670_118967085_LTR33","chr10",118966670,118967085,416,"+","LTR33","ERVL","LTR_or_other",28.6,2,"E100;E108",TRUE,TRUE,"EnhA1",2,TRUE
"chr10_119130588_119131014_MLT1F1","chr10",119130588,119131014,427,"-","MLT1F1","ERVL-MaLR","LTR_or_other",17.5,1,"E100",TRUE,FALSE,"EnhG1",1,FALSE
"chr10_119222991_119223381_MLT1B","chr10",119222991,119223381,391,"-","MLT1B","ERVL-MaLR","LTR_or_other",18.9,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr10_119233171_119233591_MLT1K","chr10",119233171,119233591,421,"+","MLT1K","ERVL-MaLR","LTR_or_other",24.5,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",3,TRUE
"chr10_119258658_119258820_LTR16C","chr10",119258658,119258820,163,"-","LTR16C","ERVL","LTR_or_other",22.2,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr10_119258839_119258989_LTR16C","chr10",119258839,119258989,151,"-","LTR16C","ERVL","LTR_or_other",24.1,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr10_119259578_119259634_MLT1M","chr10",119259578,119259634,57,"-","MLT1M","ERVL-MaLR","LTR_or_other",14,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr10_119264235_119264651_MLT1K","chr10",119264235,119264651,417,"-","MLT1K","ERVL-MaLR","LTR_or_other",28.6,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr10_119268819_119269382_LTR84b","chr10",119268819,119269382,564,"-","LTR84b","ERVL","LTR_or_other",30,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr10_119297473_119297868_MSTD","chr10",119297473,119297868,396,"+","MSTD","ERVL-MaLR","LTR_or_other",22.2,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr10_119316248_119316358_MLT1M","chr10",119316248,119316358,111,"+","MLT1M","ERVL-MaLR","LTR_or_other",20.4,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr10_119316410_119317101_MER21C","chr10",119316410,119317101,692,"-","MER21C","ERVL","LTR_or_other",30.9,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",4,TRUE
"chr10_119317225_119317304_MER54A","chr10",119317225,119317304,80,"+","MER54A","ERVL","LTR_or_other",24.1,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr10_119351284_119351648_THE1B","chr10",119351284,119351648,365,"+","THE1B","ERVL-MaLR","LTR_or_other",12.5,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr10_119352146_119352416_MLT1J","chr10",119352146,119352416,271,"-","MLT1J","ERVL-MaLR","LTR_or_other",32.4,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr10_119401841_119402131_MLT1I","chr10",119401841,119402131,291,"-","MLT1I","ERVL-MaLR","LTR_or_other",29,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr10_119413013_119413088_MLT1K","chr10",119413013,119413088,76,"-","MLT1K","ERVL-MaLR","LTR_or_other",26.3,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr10_119668771_119669216_MER31A","chr10",119668771,119669216,446,"-","MER31A","ERV1","LTR_or_other",14.6,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr10_119682382_119682650_MLT2C1","chr10",119682382,119682650,269,"+","MLT2C1","ERVL","LTR_or_other",19.1,1,"E100",TRUE,FALSE,"EnhA1",1,FALSE
"chr10_119682850_119682881_MLT2C1","chr10",119682850,119682881,32,"+","MLT2C1","ERVL","LTR_or_other",9.4,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr10_119724815_119724900_LTR9D","chr10",119724815,119724900,86,"+","LTR9D","ERV1","LTR_or_other",16.5,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr10_119769433_119769956_MLT2B2","chr10",119769433,119769956,524,"+","MLT2B2","ERVL","LTR_or_other",15.6,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr10_119873889_119874340_MER34A1","chr10",119873889,119874340,452,"-","MER34A1","ERV1","LTR_or_other",22.1,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr10_120887549_120887831_MLT1F","chr10",120887549,120887831,283,"-","MLT1F","ERVL-MaLR","LTR_or_other",22.5,1,"E100",TRUE,FALSE,"EnhG1",1,FALSE
"chr10_121768406_121768858_MER65C","chr10",121768406,121768858,453,"+","MER65C","ERV1","LTR_or_other",17.9,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr10_121987746_121988099_LTR8B","chr10",121987746,121988099,354,"+","LTR8B","ERV1","LTR_or_other",16.6,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",3,TRUE
"chr10_121988760_121989476_MER50","chr10",121988760,121989476,717,"+","MER50","ERV1","LTR_or_other",15.7,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",5,TRUE
"chr10_121989551_121989591_MER34A","chr10",121989551,121989591,41,"-","MER34A","ERV1","LTR_or_other",12.2,2,"E100;E108",TRUE,TRUE,"EnhA2",2,TRUE
"chr10_121989611_121989649_MLT1H2","chr10",121989611,121989649,39,"+","MLT1H2","ERVL-MaLR","LTR_or_other",17.9,2,"E100;E108",TRUE,TRUE,"EnhA2",2,TRUE
"chr10_121991765_121992116_THE1B","chr10",121991765,121992116,352,"-","THE1B","ERVL-MaLR","LTR_or_other",12.8,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr10_121995533_121995753_MSTB","chr10",121995533,121995753,221,"-","MSTB","ERVL-MaLR","LTR_or_other",18.4,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr10_121996356_121996544_MSTB","chr10",121996356,121996544,189,"-","MSTB","ERVL-MaLR","LTR_or_other",18.4,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr10_121997163_121997224_MLT1M","chr10",121997163,121997224,62,"-","MLT1M","ERVL-MaLR","LTR_or_other",19.7,1,"E100",TRUE,FALSE,"EnhA1",1,FALSE
"chr10_121997455_121997536_MLT1O","chr10",121997455,121997536,82,"-","MLT1O","ERVL-MaLR","LTR_or_other",30.5,1,"E100",TRUE,FALSE,"EnhA1",1,FALSE
"chr10_122001186_122001549_THE1B","chr10",122001186,122001549,364,"-","THE1B","ERVL-MaLR","LTR_or_other",10.2,2,"E100;E108",TRUE,TRUE,"EnhA2",2,TRUE
"chr10_122001975_122002331_MLT1A0","chr10",122001975,122002331,357,"-","MLT1A0","ERVL-MaLR","LTR_or_other",19.6,1,"E108",FALSE,TRUE,"EnhG1",1,FALSE
"chr10_122003956_122004115_LTR8A","chr10",122003956,122004115,160,"+","LTR8A","ERV1","LTR_or_other",18.2,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr10_122004415_122004854_LTR8A","chr10",122004415,122004854,440,"+","LTR8A","ERV1","LTR_or_other",18.2,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr10_122007744_122008140_MSTC","chr10",122007744,122008140,397,"+","MSTC","ERVL-MaLR","LTR_or_other",17,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr10_122010789_122010970_MLT1H","chr10",122010789,122010970,182,"-","MLT1H","ERVL-MaLR","LTR_or_other",17.9,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",3,TRUE
"chr10_122011891_122011920_LTR50","chr10",122011891,122011920,30,"-","LTR50","ERVL","LTR_or_other",19.5,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr10_122012554_122013086_LTR50","chr10",122012554,122013086,533,"-","LTR50","ERVL","LTR_or_other",22.1,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",4,TRUE
"chr10_122016770_122017123_MLT1B","chr10",122016770,122017123,354,"+","MLT1B","ERVL-MaLR","LTR_or_other",15.4,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",3,TRUE
"chr10_122031107_122031397_MLT1K","chr10",122031107,122031397,291,"-","MLT1K","ERVL-MaLR","LTR_or_other",30.4,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr10_122032008_122032159_MLT1K","chr10",122032008,122032159,152,"-","MLT1K","ERVL-MaLR","LTR_or_other",30.4,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",3,TRUE
"chr10_122037988_122038044_LTR36","chr10",122037988,122038044,57,"-","LTR36","ERV1","LTR_or_other",17.5,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
